fold,user_id,label,baseline_prob,baseline_raw_prob,baseline_logit,threshold,baseline_pred,valid_post_count,mode,trajectory_len,risk_mean,risk_std,risk_min,risk_max,risk_range,mean_abs_delta,max_abs_delta,spike_count_q75
0,c_laura_33,0,0.3853776462423018,0.5074187517166138,0.02967704087495804,0.432703623143075,0,56,rolling,56,0.39575191167835555,0.06542427287511739,0.30469551757984986,0.4912430081790672,0.18654749059921732,0.006618094869761555,0.028311820218783812,14
0,blue_tears_egg,1,0.4992606177775718,0.5849369764328003,0.3430737555027008,0.432703623143075,1,64,rolling,64,0.4906202146996882,0.04392413140128946,0.22570909651714743,0.5212523466282633,0.2955432501111158,0.007754828020346756,0.14088390421892943,16
0,lovesky_0166,1,0.5082700121597147,0.590836763381958,0.3674255311489105,0.432703623143075,1,64,rolling,64,0.5007519960170728,0.047138340860630734,0.2175106171198952,0.5338372506853778,0.31632663356548263,0.008469814550108522,0.12381640511727968,16
0,haitaibear,1,0.4599227689969397,0.5588564276695251,0.23652228713035583,0.432703623143075,1,64,rolling,64,0.450636903753329,0.051761811286447044,0.14737414132513943,0.48653280387583925,0.3391586625506998,0.010390086136692563,0.13375247932729867,16
0,tea0922,0,0.37751189350415865,0.5017877817153931,0.007151223719120026,0.432703623143075,0,64,rolling,64,0.3688145457879837,0.044113017953852945,0.140633813274911,0.4141613263719646,0.2735275130970536,0.01035914840106415,0.08516370906945422,16
0,daniel.hoi23s,0,0.41555936008375866,0.528630256652832,0.11464638262987137,0.432703623143075,0,64,rolling,64,0.40457714624490493,0.06161226704858538,0.1463042445621489,0.47199541556002217,0.32569117099787326,0.009230161050822108,0.08708664153393464,16
0,daidaimeme.pdf,0,0.3721803615794934,0.4979446232318878,-0.008221693336963654,0.432703623143075,0,64,rolling,64,0.3670847886430927,0.040236620592550426,0.14673425854055794,0.4075675644546224,0.26083330591406445,0.008533969806713261,0.08276776645696113,16
0,xiangling_0802,0,0.4035563398919906,0.520265519618988,0.08110653609037399,0.432703623143075,0,64,rolling,64,0.3973230457849777,0.04226576824813757,0.16854724352107733,0.4602160531856468,0.29166880966456943,0.011841938964735203,0.1315798863766948,16
0,taichung.news88,0,0.4024530494428263,0.5194920897483826,0.07800806313753128,0.432703623143075,0,64,rolling,64,0.39269368706395036,0.04932260227316389,0.1811648058403477,0.4575665640011362,0.2764017581607885,0.008945172557024655,0.06013480389971021,16
0,felix_feidong,0,0.43611523212873693,0.5427606701850891,0.17146152257919312,0.432703623143075,1,49,rolling,49,0.43833186124004875,0.03650428009741929,0.3663005324059005,0.5296081934496069,0.16330766104370636,0.009872816436039773,0.04968173485077021,12
0,luver_on_crescent,0,0.4804435762563089,0.5725321173667908,0.2921898663043976,0.432703623143075,1,64,rolling,64,0.47364502688159693,0.037926480408808756,0.2231058119570722,0.49720804228465804,0.27410223032758585,0.007700613848381428,0.13959806390057183,16
0,yy20000315,1,0.4513701297685007,0.5531046986579895,0.21322309970855713,0.432703623143075,1,64,rolling,64,0.44223715576265366,0.04416747923466265,0.17381235359144373,0.4852399009243202,0.3114275473328765,0.009961554354628078,0.12918337091703672,16
0,hopelessness_77_1118,1,0.48354413846808836,0.5745844841003418,0.3005806803703308,0.432703623143075,1,62,rolling,62,0.4886773874531092,0.022835464401018416,0.4483360234383426,0.5474539543548135,0.09911793091647086,0.00654119816257879,0.01803403747269494,15
0,oioi_writing,0,0.458687695263816,0.5580278038978577,0.23316198587417603,0.432703623143075,1,23,rolling,23,0.4548042284938,0.01951651005961733,0.4285243199536618,0.5116769318471392,0.08315261189347745,0.00839196390868337,0.029285873173833854,6
0,bgk628,0,0.4361137461128028,0.5427596569061279,0.171457439661026,0.432703623143075,1,64,rolling,64,0.42974480289702505,0.04910477468053114,0.15909583465807442,0.47589802317380914,0.3168021885157347,0.009899309965325209,0.10389517680177446,16
0,no_live_www,1,0.48253456974165915,0.5739165544509888,0.29784896969795227,0.432703623143075,1,64,rolling,64,0.4722228437507748,0.0533366771932884,0.18783284168701006,0.5175821174131193,0.32974927572610924,0.009463974715611561,0.10879023245685845,16
0,na.to.heart,0,0.45538121502786827,0.5558062195777893,0.22415903210639954,0.432703623143075,1,64,rolling,64,0.44881430095740404,0.044287169202857406,0.21030304625319954,0.5056530932392896,0.29535004698609013,0.011773158769816114,0.11667863644268514,16
0,singwizdep,1,0.4419935732055312,0.5467601418495178,0.18758875131607056,0.432703623143075,1,64,rolling,64,0.43611902272869596,0.04020624803127587,0.20997787632786183,0.47135536076964807,0.2613774844417862,0.009390827194087384,0.10690379671982272,16
0,poem.shiny_,1,0.49262129127658966,0.5805734992027283,0.3251281678676605,0.432703623143075,1,64,rolling,64,0.48712994525905506,0.04394475042197949,0.23951583581696298,0.5164904604593317,0.27697462464236866,0.00831695496361252,0.09885511226377117,16
0,althealan_and_painting,1,0.3677906074981625,0.4947636127471924,-0.02094639092683792,0.432703623143075,0,64,rolling,64,0.3579470918767528,0.0564953585747981,0.1397507014920245,0.44537493097339104,0.3056242294813665,0.011240453319299317,0.08617762813980231,16
0,michellehojuyun,1,0.44527069863792135,0.5489823818206787,0.19655990600585938,0.432703623143075,1,64,rolling,64,0.43688549816578515,0.04614197077424314,0.16436532592313913,0.49429031443772625,0.3299249885145871,0.011956850017701534,0.1201475482331425,16
0,kabi_happy_eat,0,0.4283674135357152,0.5374619960784912,0.15012922883033752,0.432703623143075,0,64,rolling,64,0.42020937752623805,0.053978602769634246,0.1572066214058776,0.46423785883205615,0.30703123742617855,0.01016873610965595,0.09348589134637475,16
0,anyachen0624,1,0.4614626844187369,0.5598886609077454,0.24071010947227478,0.432703623143075,1,64,rolling,64,0.4534501667528204,0.045648107833468496,0.17747128637357198,0.49283651191044003,0.3153652255368681,0.009885771493322253,0.1524853407419058,16
0,ineichashitsu,1,0.45552898349257087,0.5559056401252747,0.22456160187721252,0.432703623143075,1,64,rolling,64,0.44589657241767605,0.04523897881553917,0.18851379967010493,0.4811730506667825,0.29265925099667756,0.009313381490450225,0.10034130501718855,16
0,miayui_9170,0,0.41693797376353176,0.5295853614807129,0.11847992986440659,0.432703623143075,0,38,rolling,38,0.41816082424063733,0.03808800440071645,0.3315528299213756,0.46356515114719704,0.13201232122582146,0.00988410803834513,0.03259031029692461,9
0,matcha_growth,1,0.4611315373256188,0.5596667528152466,0.23980972170829773,0.432703623143075,1,64,rolling,64,0.4542073076022056,0.04426267066602785,0.2006255122542789,0.4952215394505611,0.2945960271962822,0.008862043689137023,0.10457866426243753,16
0,lingluo_hope,1,0.51181503304407,0.5931519269943237,0.3770105838775635,0.432703623143075,1,49,rolling,49,0.5124665673678184,0.012040193587629719,0.48957344257799845,0.5353320088090976,0.04575856623109914,0.0046719724048026314,0.013246118770688042,12
0,who.loved.by.jesus,0,0.46500155048885755,0.5622568726539612,0.25032666325569153,0.432703623143075,1,64,rolling,64,0.45613324712421577,0.041481427478958936,0.20823309879229804,0.4913898525392478,0.2831567537469497,0.007489930352227371,0.10468533421754625,16
0,leslie.gourmet,0,0.39761338292505655,0.5160902142524719,0.0643831118941307,0.432703623143075,0,64,rolling,64,0.3894228220471043,0.046763006761064194,0.1682050716598357,0.4524462804255143,0.2842412087656786,0.009566876649495777,0.08403553330181937,16
0,moodie_raven,1,0.4190275215216003,0.5310309529304504,0.12428352981805801,0.432703623143075,0,64,rolling,64,0.4126128020986299,0.04746722547715916,0.2077281994453879,0.4904744071985107,0.2827462077531228,0.014288739243142005,0.14167475986384853,16
1,ooodovobooo,0,0.35430278967017975,0.4801971912384033,-0.07925261557102203,0.43311820402793355,0,30,rolling,30,0.36022343146494445,0.023670872251862818,0.3278650997859392,0.4138704004066329,0.08600530062069373,0.007543521947029175,0.026223233151767555,7
1,pet713713,0,0.44642659457829886,0.5441573858261108,0.1770908534526825,0.43311820402793355,1,64,rolling,64,0.4416546157531178,0.040271583576314184,0.20952604952590356,0.4920928589170709,0.2825668093911673,0.012687039128082328,0.12867127825400085,16
1,dingtaxi_jp,0,0.3846910448355129,0.5019052028656006,0.007620975375175476,0.43311820402793355,0,64,rolling,64,0.3764235612026076,0.06929556318358782,0.1099522647808954,0.44814363823021824,0.3381913734493228,0.015360839411774723,0.05380794028109681,16
1,feichi1124,0,0.39669939341579086,0.5102997422218323,0.04120489954948425,0.43311820402793355,0,64,rolling,64,0.38893547406631,0.040992695495025676,0.14702870420983813,0.4392785872897865,0.29224988307994837,0.013003602171908647,0.12256655821991366,16
1,allison220.wonderland,1,0.4305136213802004,0.5334650874137878,0.13406074047088623,0.43311820402793355,0,31,rolling,31,0.43005491902768067,0.03560120777442805,0.3707430681444705,0.4904896226470235,0.119746554502553,0.010515790900198435,0.029309015632385083,8
1,dorakuo0207,0,0.4484992972079879,0.5455414056777954,0.18267187476158142,0.43311820402793355,1,60,rolling,60,0.45129085906624106,0.025699055932523612,0.41044475108883977,0.5434946219126765,0.13304987082383674,0.011604871432875639,0.034338174224576745,15
1,lou__y,1,0.4644767058862456,0.5561487674713135,0.22554653882980347,0.43311820402793355,1,64,rolling,64,0.457051570562493,0.048670989369615024,0.1855527056421028,0.5153544650029158,0.329801759360813,0.01194526870909404,0.12219629744780225,16
1,foodie.bongbong,0,0.3949615424787649,0.509090781211853,0.03636719286441803,0.43311820402793355,0,49,rolling,49,0.3926103144464371,0.02137838748463341,0.32178765969348305,0.4348186166320637,0.11303095693858067,0.009442574922192389,0.04782192081888148,12
1,qian_qian_jia_jia,0,0.35821501423967145,0.4830324947834015,-0.06789611279964447,0.43311820402793355,0,64,rolling,64,0.3527559063416268,0.04642973775802848,0.15135134990907362,0.41761259445277943,0.2662612445437058,0.011889155868941558,0.0898180054899761,16
1,foodie_nana_,0,0.3582413872601951,0.4830515682697296,-0.067819744348526,0.43311820402793355,0,64,rolling,64,0.34919908784106063,0.04502966111728398,0.09764231347878663,0.4004656934408646,0.302823379962078,0.011321407784464938,0.11601317802062963,16
1,9.willis.1,0,0.39410793008658607,0.5084962248802185,0.03398826718330383,0.43311820402793355,0,64,rolling,64,0.3874641930588597,0.03233189851615964,0.19722859881784113,0.4324828702743178,0.23525427145647668,0.011548768918509006,0.14665819154694368,16
1,nichingsiew,0,0.3442298952899755,0.4728371202945709,-0.10875868797302246,0.43311820402793355,0,64,rolling,64,0.34062902990771926,0.039285460809643874,0.13744120989962622,0.4274165019753578,0.2899752920757316,0.012441557003929718,0.09499741050347432,16
1,sad._.h24,1,0.49500265268708454,0.5761511325836182,0.3069932162761688,0.43311820402793355,1,56,rolling,56,0.489343704132238,0.022392354677672015,0.383769392899744,0.5170459658535651,0.13327657295382112,0.006382452883434129,0.04640127629783769,14
1,jenny_7258,0,0.3973919373770894,0.5107809901237488,0.043130725622177124,0.43311820402793355,0,44,rolling,44,0.4027917024347271,0.037899034656195714,0.355331461826882,0.47493439050673447,0.11960292867985245,0.008572324395759022,0.043933687034269475,11
1,daily70120,1,0.512145639894741,0.5872600674629211,0.3526500463485718,0.43311820402793355,1,64,rolling,64,0.5012269974062742,0.059409357916277196,0.16853479149412048,0.544075081004464,0.3755402895103435,0.010027593924995047,0.13161233797389288,16
1,theforlorn_1025,1,0.4843996216468701,0.5692386031150818,0.2787453830242157,0.43311820402793355,1,64,rolling,64,0.47462586300819587,0.055360260218538675,0.19245638414168179,0.5398802008553862,0.3474238167137045,0.009720906726734422,0.0926217518996543,16
1,sunrise1225,1,0.47395347931817144,0.5623928308486938,0.2508790194988251,0.43311820402793355,1,64,rolling,64,0.46497512590665013,0.05169846398559176,0.18678567385967215,0.515035528123531,0.3282498542638589,0.010995693413525753,0.11295152712417139,16
1,huanhuan_drawing,1,0.46201089251831085,0.5545185208320618,0.21894463896751404,0.43311820402793355,1,29,rolling,29,0.4732771381659163,0.03627652258507686,0.4192547156839733,0.5241392620177309,0.10488454633375754,0.005692878212695719,0.014291177119152954,7
1,despair.2.0,1,0.5158931763564562,0.5896787047386169,0.3626372516155243,0.43311820402793355,1,64,rolling,64,0.5068485193941903,0.050752233265862604,0.19700236605465513,0.5400739804739212,0.34307161441926604,0.010096912232089042,0.1471830211337207,16
1,_lydiawong,0,0.3827946853310205,0.5005706548690796,0.00228254497051239,0.43311820402793355,0,64,rolling,64,0.38047347842718066,0.04031982826181534,0.18367592977480265,0.4549870389694088,0.2713111091946061,0.012192971478667537,0.10844563928081283,16
1,chuchuchen0522,0,0.394836856070606,0.5090039372444153,0.03601981699466705,0.43311820402793355,0,64,rolling,64,0.38974883332970456,0.03262704650476764,0.18371959050328154,0.44062746226203237,0.25690787175875085,0.012625793762860797,0.18684902376486243,16
1,_midleave_,1,0.4991682684556603,0.5788577795028687,0.31808626651763916,0.43311820402793355,1,64,rolling,64,0.490360043266742,0.04764637122213238,0.18802338524452014,0.522029326533121,0.33400594128860084,0.009209864071229113,0.1541431338274515,16
1,help_.me54,1,0.4407979978929549,0.5403891205787659,0.16190922260284424,0.43311820402793355,1,64,rolling,64,0.43419867973802806,0.03795035800064073,0.18230726712478593,0.4528400046266753,0.27053273750188933,0.004997659244164212,0.14695842582801796,16
1,katyholajeng,0,0.3782329416281395,0.4973497986793518,-0.010600760579109192,0.43311820402793355,0,64,rolling,64,0.37514420595742826,0.040531504482888496,0.16319513855790954,0.4318107561399007,0.26861561758199115,0.014909820973986517,0.10883463092128057,16
1,doublesleep._.5544,1,0.42826390730481795,0.5319434404373169,0.12794806063175201,0.43311820402793355,0,63,rolling,63,0.4301905419745898,0.012902940296553849,0.4013665811527808,0.4590408561958804,0.05767427504309963,0.005236545579523266,0.015849042212793707,16
1,i_can_do_it_9502,1,0.4617881025534373,0.5543711185455322,0.21834790706634521,0.43311820402793355,1,64,rolling,64,0.4527865799750226,0.04538810410814111,0.16123072505859162,0.48397203491112256,0.3227413098525309,0.009690895530661409,0.1580897483859439,16
1,sh_tree_,0,0.3376657323422137,0.4679921567440033,-0.1282067447900772,0.43311820402793355,0,45,rolling,45,0.35138746642793417,0.06515956398443998,0.26408966778830323,0.5069257575436232,0.24283608975532,0.01336157075059244,0.056751829780424756,11
1,annielo0205,1,0.4386496931350263,0.5389469265937805,0.15610413253307343,0.43311820402793355,1,64,rolling,64,0.4324259557003278,0.04296938466996957,0.2077841643712259,0.4920357061738098,0.28425154180258394,0.012226915968516442,0.11577456845647169,16
1,sin_ya1010,1,0.46683835774566773,0.5577079653739929,0.23186519742012024,0.43311820402793355,1,64,rolling,64,0.456548100951499,0.0460839864756923,0.1870247682268905,0.5036089885893796,0.3165842203624891,0.009651364856101586,0.1190783960638743,16
1,dreamqueen_poem,1,0.48043830144638955,0.566646933555603,0.2681836783885956,0.43311820402793355,1,64,rolling,64,0.4725602632660296,0.04132203993002386,0.20601552037515533,0.5162733782847021,0.31025785790954674,0.012276216697182074,0.15383746019005948,16
1,depression_494,1,0.4828111168882082,0.5681999921798706,0.27451080083847046,0.43311820402793355,1,64,rolling,64,0.47375151984514363,0.048472313821075794,0.18851542108149622,0.4940619473848079,0.3055465263033117,0.005956432208239247,0.11418540052920512,16
1,tuanzi.io,1,0.5276200814208168,0.5972272753715515,0.3939254879951477,0.43311820402793355,1,34,rolling,34,0.5309149944690545,0.014084634914495003,0.5059933996018569,0.5519498468192601,0.04595644721740322,0.005482144069118303,0.024969942047776472,8
1,hug_molly.tw,1,0.43279530248091747,0.5350056886672974,0.14025232195854187,0.43311820402793355,0,33,rolling,33,0.43575592500761284,0.01943148431153056,0.41016701962505536,0.501708002063796,0.09154098243874059,0.010843726268694443,0.05922525344723478,8
1,yisin._.1201,0,0.37002087455606925,0.49151358008384705,-0.033949047327041626,0.43311820402793355,0,64,rolling,64,0.3622450765281297,0.04495007335513724,0.13939136640739472,0.42733504179034765,0.28794367538295296,0.013990267105151171,0.10915116388865836,16
1,lueg0810,0,0.4518347638769442,0.5477646589279175,0.19164302945137024,0.43311820402793355,1,51,rolling,51,0.4484543583177754,0.025406201422500017,0.38388655967729807,0.4943788536379014,0.11049229396060334,0.007092738030847895,0.025704468932977897,13
1,milk821125,0,0.3961041439544576,0.5098859071731567,0.039548709988594055,0.43311820402793355,0,64,rolling,64,0.39205443208654167,0.0432956850030208,0.13004577319379518,0.45731821529699923,0.32727244210320405,0.01705406676794745,0.17592697663848594,16
1,kidbegin,0,0.46925000729253846,0.5592979788780212,0.23831352591514587,0.43311820402793355,1,64,rolling,64,0.4616115586434102,0.05371307319787435,0.1659232816751506,0.5079784037345757,0.3420551220594251,0.011177363755157089,0.10921046245068952,16
1,will_be._.fine,1,0.4158664333895434,0.5235103368759155,0.09411086142063141,0.43311820402793355,0,64,rolling,64,0.40515617718482544,0.045684330132871945,0.16322705332602314,0.4608808006846174,0.2976537473585943,0.008806924429040427,0.10364913385203264,16
1,anncheng.tw,0,0.3586741146147603,0.48336443305015564,-0.06656704843044281,0.43311820402793355,0,64,rolling,64,0.35326589031689715,0.105139203057005,0.09697638490479099,0.44229498077090745,0.34531859586611646,0.013070497000733015,0.059455172761042674,16
1,ketsusose,1,0.4843677340878194,0.5692178010940552,0.278660386800766,0.43311820402793355,1,43,rolling,43,0.47686276551534384,0.026818580771766676,0.4042839899389649,0.5318231091734722,0.12753911923450728,0.007207814881669563,0.02338104938654978,11
2,30.yuna,0,0.44942454131370957,0.559465765953064,0.23899418115615845,0.4276362376663735,1,64,rolling,64,0.44326653844606073,0.042631612347522524,0.174123294821755,0.4770252708800547,0.3029019760582997,0.009452034620063988,0.14840201407967132,16
2,thepotatocouple.ch,0,0.35345688654342644,0.4943828880786896,-0.022469140589237213,0.4276362376663735,0,64,rolling,64,0.3453097234805079,0.051374048372460256,0.1066357551840675,0.41822299664583873,0.31158724146177125,0.010428034623849563,0.08123900748824954,16
2,depression_meem,1,0.38253405421108394,0.5147719979286194,0.05910535901784897,0.4276362376663735,0,53,rolling,53,0.38732129642632585,0.036181810320964715,0.35005904126764376,0.5602521400214598,0.2101930987538161,0.010136802596692038,0.10456944153709669,13
2,kimi_hello,0,0.46060544205784193,0.56670081615448,0.2684031128883362,0.4276362376663735,1,64,rolling,64,0.4530289015118595,0.04073427512758292,0.19895073395797216,0.4907079427328787,0.2917572087749065,0.011001441944327742,0.1443021705337081,16
2,thepetpope,0,0.3743615727378469,0.5091100931167603,0.03644446283578873,0.4276362376663735,0,64,rolling,64,0.36556402301205654,0.03904253866017958,0.15379721067595584,0.4196319016437067,0.2658346909677508,0.007149518699577484,0.10219399016463296,16
2,jin4nok6._,1,0.44278898362636765,0.5551445484161377,0.22147905826568604,0.4276362376663735,1,50,rolling,50,0.43858902013956935,0.03226191984210583,0.37928143815451226,0.49001497005733907,0.11073353190282681,0.007464482162279685,0.029980557513406225,12
2,163______________,1,0.5007160179815365,0.5922465324401855,0.3732602000236511,0.4276362376663735,1,64,rolling,64,0.49343767289536444,0.046875223195353095,0.22277375280011089,0.5397882350139124,0.31701448221380146,0.009480758053301098,0.14065431149402655,16
2,psylee01,0,0.4379916208012442,0.5520069003105164,0.20878276228904724,0.4276362376663735,1,64,rolling,64,0.42947534807132426,0.045014032172960204,0.19475812580663926,0.46561111310798614,0.2708529873013469,0.009668964614906567,0.08760035685762635,16
2,sheiiy25918,0,0.44753669069315144,0.5582385063171387,0.23401615023612976,0.4276362376663735,1,53,rolling,53,0.4476363022248534,0.01616239903727306,0.4056433181173869,0.47486674241235394,0.06922342429496703,0.005965231477097187,0.033440812155715705,13
2,vesper_615,1,0.5032493451377565,0.5938416123390198,0.3798694610595703,0.4276362376663735,1,64,rolling,64,0.49484885093995506,0.055326700511104415,0.18473658559763004,0.5361765428343102,0.3514399572366801,0.008619991179334326,0.12645295133090154,16
2,turtle.and.me,1,0.44548263376418223,0.5569012761116028,0.2285953164100647,0.4276362376663735,1,64,rolling,64,0.43910924122236383,0.05101647689672352,0.15167653801487269,0.49463938576540945,0.34296284775053676,0.011705452275522768,0.1348240661842146,16
2,poem_chao,1,0.4772074689991391,0.5773460268974304,0.3118880093097687,0.4276362376663735,1,64,rolling,64,0.4689993600732809,0.04309701654576335,0.20467276452019414,0.5075275792136871,0.30285481469349296,0.009862097823283317,0.13172586524264127,16
2,yysu7515,0,0.43630775839314495,0.5509028434753418,0.20431923866271973,0.4276362376663735,1,64,rolling,64,0.42554408977094743,0.05472147875055726,0.1644318614267045,0.4987342515667126,0.33430239014000807,0.01111314795274488,0.0753486200355116,16
2,m_m12150605,1,0.39091285923284647,0.5205254554748535,0.0821479931473732,0.4276362376663735,0,64,rolling,64,0.38488578521046857,0.04135255078077447,0.1484211565479755,0.42237970999457103,0.27395855344659553,0.012215331626872744,0.0934224598366648,16
2,timton_footew,0,0.381677062600359,0.5141806602478027,0.056737951934337616,0.4276362376663735,0,28,rolling,28,0.3967552085676925,0.04819498980204504,0.33490878501210697,0.4952339709739888,0.16032518596188183,0.013389274051939995,0.03338816220513008,7
2,medicine_die._,1,0.49284590570492665,0.5872786045074463,0.3527267575263977,0.4276362376663735,1,64,rolling,64,0.4834525068896013,0.048005352051109916,0.17549480460228525,0.5132598133535811,0.3377650087512958,0.008550592454440262,0.16468610411619675,16
2,wmewm211118,1,0.42651542511610907,0.5444526672363281,0.17828136682510376,0.4276362376663735,0,64,rolling,64,0.4171368826347206,0.04647506686490637,0.16855238873435885,0.4729795220490548,0.30442713331469595,0.010619838487432781,0.09582361824623126,16
2,keke_foodietw,0,0.3206786314675403,0.4704844653606415,-0.11819963902235031,0.4276362376663735,0,64,rolling,64,0.31711664735183864,0.04064507819334653,0.12133659970111575,0.375626640089856,0.25429004038874026,0.008357130397946473,0.07905928828443305,16
2,drift_bottle.f,1,0.47936667386466386,0.5787225961685181,0.3175317645072937,0.4276362376663735,1,33,rolling,33,0.48157183726764613,0.007661281763913796,0.4688322887919504,0.4981830310308965,0.029350742238946126,0.003979754664856469,0.014580956981266102,8
2,elitesinsider,0,0.45629181370719935,0.5639161467552185,0.25707104802131653,0.4276362376663735,1,64,rolling,64,0.4500669403920083,0.04540361373855409,0.204564531641552,0.4894144208759175,0.2848498892343655,0.008650911196948137,0.10172847151808648,16
2,avjet_film,0,0.3914207094956255,0.5208725929260254,0.08353880792856216,0.4276362376663735,0,64,rolling,64,0.3862611010889019,0.03392614313710948,0.1904300375325108,0.4277334553858509,0.23730341785334008,0.0087607771400068,0.1034404917897046,16
2,xuan_f0116.m0303,1,0.39130575656715855,0.5207940340042114,0.08322405070066452,0.4276362376663735,0,64,rolling,64,0.3831754950113865,0.04048352148531284,0.15524847773438183,0.41826990358148974,0.2630214258471079,0.006178899312103804,0.10084476814954657,16
2,ed.stories,0,0.49470612524606233,0.5884546637535095,0.35758060216903687,0.4276362376663735,1,64,rolling,64,0.48629173411945087,0.04696413734818078,0.21552781435569127,0.5240410243351258,0.30851320997943454,0.008691603017222755,0.11683078974489305,16
2,youfat_tw,0,0.3864116132224341,0.517440915107727,0.06979202479124069,0.4276362376663735,0,64,rolling,64,0.38122566280987624,0.05057405938779887,0.1450248295376413,0.44277692062725893,0.29775209108961764,0.011408748926218164,0.11109824980111865,16
2,udntourtheworld_,0,0.43810195283458764,0.5520792007446289,0.20907509326934814,0.4276362376663735,1,64,rolling,64,0.4274749714217348,0.05705122129256405,0.1960378968543395,0.48238627220950603,0.28634837535516655,0.009561690566125406,0.0547285644872747,16
2,k.c._reading_art,1,0.4404399743672446,0.5536096692085266,0.21526604890823364,0.4276362376663735,1,64,rolling,64,0.43055793489242133,0.04634944088859748,0.18802602875764174,0.48232315654005437,0.2942971277824126,0.008448097631094989,0.10053048887900107,16
2,shuyu.minmin,1,0.4703074844868897,0.5729352235794067,0.293836772441864,0.4276362376663735,1,64,rolling,64,0.46264948094143515,0.04614787914023592,0.1804909062685132,0.5078334719567017,0.32734256568818854,0.010613653538423364,0.15472644042703818,16
2,poem_nekoya,1,0.48876818585213344,0.5846968293190002,0.3420848250389099,0.4276362376663735,1,47,rolling,47,0.4865761664273666,0.011033738186218063,0.46945079825200137,0.5087257846669831,0.03927498641498178,0.0050597644071648205,0.01955698122228333,12
2,156.melody,0,0.3396746760164422,0.4844631850719452,-0.062167100608348846,0.4276362376663735,0,64,rolling,64,0.33591109357464266,0.035493215074843154,0.12452367806572434,0.38422759841030063,0.2597039203445763,0.010754841169433461,0.13464503014697665,16
2,yearandyear7_,1,0.4499429558510264,0.5598024725914001,0.24036049842834473,0.4276362376663735,1,64,rolling,64,0.4414630446572485,0.04252544590548785,0.1959838325252804,0.4891390146646342,0.2931551821393538,0.01217650244886333,0.1244826223069796,16
2,taiwanfoodeat,0,0.43893427936602,0.5526243448257446,0.21127986907958984,0.4276362376663735,1,64,rolling,64,0.43116609710763226,0.05093587177059155,0.15982919287441832,0.4868922261263073,0.32706303325188896,0.009042005016942497,0.11547660577056057,16
2,ninaa0821,0,0.45850146972425765,0.5653436183929443,0.2628779411315918,0.4276362376663735,1,63,rolling,63,0.4586792921901296,0.02510719121766192,0.4042134187262063,0.49879492099322564,0.09458150226701934,0.008197482512538812,0.02510189647311456,16
2,w.wy__,1,0.42950068240008427,0.5464244484901428,0.18623444437980652,0.4276362376663735,1,64,rolling,64,0.422537015128444,0.0515201043329258,0.132178752057982,0.4767189802695929,0.3445402282116109,0.010603109512856524,0.135990068900419,16
