case_type,minimal_review_reason,fold,author,label,multimodal_probability,text_probability,delta_p,multimodal_error_type,user_alignment_group,mean_similarity,multimodal_logit,multimodal_threshold,multimodal_prediction,text_logit,text_threshold,text_prediction,text_correct,text_error_type,multimodal_correct,valid_post_count,sd_similarity,median_similarity,q1_similarity,q3_similarity,min_similarity,max_similarity,high_post_count,low_post_count,abs_delta_p,lowest_similarity_caption,lowest_similarity_image_path,lowest_post_similarity,highest_similarity_caption,highest_similarity_image_path,highest_post_similarity,manual_text_image_consistency,manual_image_extra_signal,manual_image_effect,manual_inconsistency_taxonomy_A_to_H,manual_identifiable_info,manual_notes
multimodal_false_negative_top10,multimodal_false_negative_top10,0,pilikang,1,0.0612388388805221,0.0989518572598413,-0.0377130183793192,FN,Medium,0.2493996591917399,-2.7297794818878174,0.3377087362054896,0,-2.208925247192383,0.3292227008133845,0,False,FN,False,58.0,0.0275290974164376,0.246118776500225,0.2285146377980709,0.2731822356581688,0.2001790702342987,0.3215214610099792,4.0,25.0,,關於健康抽到的卡,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/pilikang/images/3842035504582196099_39061345.jpg,0.2001790702342987,6.7km,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/pilikang/images/3843257410019065480_39061345.jpg,0.3215214610099792,一致,無,無明顯影響,,否,
multimodal_false_negative_top10;low_similarity_top20,multimodal_false_negative_top10;low_similarity_top20,3,si_je_meurs,1,0.063907145610111,0.0412172493090652,0.0226898963010458,FN,Low,0.2266179825794899,-2.684283494949341,0.5230274241234272,0,-3.1468076705932617,0.4703367025185562,0,False,FN,False,59.0,0.0153536353115989,0.2237979918718338,0.2188377529382705,0.2294758930802345,0.1980204433202743,0.2782231867313385,0.0,53.0,,❤️ 💭,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/si_je_meurs/images/3738784396799993307_58620940899.jpg,0.1980204433202743,"我曾經成績很好的,彷彿就在昨日,可是怎麼一切變了? 他們說找到方向很好,可是我只是走不了其他路的無奈,我怎麼這麼無奈......。 你知道嗎?我曾經文科、生物都是女中1%,數學物理都考過前20%,曾經中女校排前100跟所有人比時......其他科都考1%要不是英文,我怎麼會只有前70幾名。 怎麼都爬到最高然後再重重摔下? 國中曾經常駐校排前10的,會考英文10分鐘寫完全對的。 怎麼變了樣,怎麼變了樣? 我的文字,又什麼時候變得這麼斷斷續續? 不是這樣的,曾經不是這樣的......。 怎麼這樣......。 如果不是思覺失調如果不是強迫症如果不是多重人格如果不是情緒障礙,我是不是能站得更高? 可是我明明曾經可以克服這一切,那個校排2的我,在哪......。 我......唉。 痕跡消失了,彷彿在嘲笑我的曇花一現。 是回憶潤飾還是昨日真的美好,我不知道。 醫生叫我跟祂溝通,我嘗試想跟祂說現在的生活很美好可是我連自己都說服不了。 怎麼這樣,我已經快要18歲了。 ❤️ 💭",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/si_je_meurs/images/3811600092395441042_58620940899.jpg,0.2782231867313385,一致,無,無明顯影響,,否,
multimodal_false_negative_top10,multimodal_false_negative_top10,3,depression_meem,1,0.0806283564147476,0.1042258355491941,-0.0235974791344465,FN,High,0.2910937301392825,-2.433840036392212,0.5230274241234272,0,-2.15112829208374,0.4703367025185562,0,False,FN,False,53.0,0.0287788615283602,0.297252207994461,0.2763679027557373,0.3115505278110504,0.2153489142656326,0.3420595526695251,33.0,3.0,,#meme,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/depression_meem/images/3105718715317486762_52085543777.jpg,0.2153489142656326,喔耶我就爛👍,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/depression_meem/images/2786523159942063908_52085543777.jpg,0.3420595526695251,部分一致,有,干擾,B,否,
multimodal_false_negative_top10,multimodal_false_negative_top10,4,yuwen0099,1,0.090975414039449,0.0779353439065833,0.0130400701328657,FN,Low,0.2470520802307874,-2.3017828464508057,0.3484527497514231,0,-2.470735788345337,0.3165906383918283,0,False,FN,False,64.0,0.019398559442951,0.2466839849948883,0.2346511408686638,0.2594804391264915,0.2032870501279831,0.2891063094139099,1.0,24.0,,在細碎的生活里 找到溫柔和憧憬,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/yuwen0099/images/3758154245247048668_56029528003.jpg,0.2032870501279831,不小心把溫柔泡太久 變得有點撩人了😆,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/yuwen0099/images/3863998652218542415_56029528003.jpg,0.2891063094139099,一致,無,無明顯影響,,是,
multimodal_false_negative_top10;low_similarity_top20,multimodal_false_negative_top10;low_similarity_top20,3,m_m12150605,1,0.0915018417839109,0.1005794668296586,-0.0090776250457477,FN,Low,0.2237054710276425,-2.295433759689331,0.5230274241234272,0,-2.190802574157715,0.4703367025185562,0,False,FN,False,64.0,0.026569404784065,0.2220970168709755,0.2023777328431606,0.2393245995044708,0.174981489777565,0.3039923310279846,1.0,49.0,,「時針」 *各位新年快樂 *小的實在畫不出賀圖 *所以拿顏色比較喜慶的圖混更(? *((紅色很喜慶吧(((👍😆😳 *出場OC:江曼琳,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/m_m12150605/images/3834139809611420221_60332717080.jpg,0.174981489777565,———————————— ———————— 「dream」表格 ———————— *如題 *就是表格 —————— *p1表格完成圖 *p2~p6單格純享 *單格部份因為被裁到了所以會再發上限動放精選 *p7草稿 *p8白單 ————————— *出場OC:許晚歌、江曼琳、瑪格麗特(江願歡) ————————————,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/m_m12150605/images/3857235467578799803_60332717080.jpg,0.3039923310279846,一致,不明確,無明顯影響,,否,
multimodal_false_negative_top10;low_similarity_top20,multimodal_false_negative_top10;low_similarity_top20,3,saya_wolf0309,1,0.1290136979734483,0.0939977932910955,0.0350159046823528,FN,Low,0.2280749706551432,-1.9097076654434204,0.5230274241234272,0,-2.265770435333252,0.4703367025185562,0,False,FN,False,64.0,0.0434495687143837,0.2218946292996406,0.1996682398021221,0.254376009106636,0.1588467061519622,0.3840847611427307,6.0,44.0,,【塗鴉】 我喜歡打擊 拳擊 感覺可以把一切不開心的事都打散掉😁 嘗試畫不一樣風格XD,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/saya_wolf0309/images/3617124314031051107_1510869647.jpg,0.1588467061519622,【隨畫】 Missing Furry,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/saya_wolf0309/images/3692315941636386515_1510869647.jpg,0.3840847611427307,一致,無,無明顯影響,,是,
multimodal_false_negative_top10;low_similarity_top20,multimodal_false_negative_top10;low_similarity_top20,1,trojan_li,1,0.1301046993092777,0.2089137309228748,-0.078809031613597,FN,Low,0.2286637957606996,-1.9000333547592163,0.3226178336968301,0,-1.331485629081726,0.4870751093923089,0,False,FN,False,63.0,0.0302260304520665,0.2268703728914261,0.2050065547227859,0.2436369359493255,0.1712531745433807,0.3278697729110718,1.0,43.0,,明明是白天拍的 硬要搞得跟有月光一樣😂 —————————,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/trojan_li/images/3830846448091691074_44838973285.jpg,0.1712531745433807,蛇蛇不是壞人🐍 Snakes aren’t the bad guys. —————————,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/trojan_li/images/3778641501300625877_44838973285.jpg,0.3278697729110718,一致,無,干擾,,是,
multimodal_false_negative_top10;low_similarity_top20,multimodal_false_negative_top10;low_similarity_top20,4,fenkychen0827,1,0.1316937181451784,0.093195793541958,0.0384979246032204,FN,Low,0.2314779059961438,-1.8860656023025515,0.3484527497514231,0,-2.275223970413208,0.3165906383918283,0,False,FN,False,64.0,0.0270449331907528,0.2291419059038162,0.212541677057743,0.2481938488781452,0.1597055941820144,0.3006249964237213,1.0,39.0,,真的是人在屋簷下 不得不低頭 #kaohsiung#撮影#撮影モデル#被写体被写体募集中写真写真好き写真好きな人と繋がりたい写真撮影日常月曜日台湾高雄風景風景写真風景写真を撮るのが好きな人と繋がりたい自撮り穿搭日常穿搭日記手機攝影手機拍攝手機拍攝,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/fenkychen0827/images/3808341901280129823_1230005219.jpg,0.1597055941820144,陽光總會照耀在所有人的身上 所以其實也不需要太過於緊張 #kaohsiung#撮影#撮影モデル#被写体#被写体募集中#写真#写真好き#写真好きな人と繋がりたい#写真撮影#日常#木曜日#台湾#高雄#風景#風景写真#風景写真を撮るのが好きな人と繋がりたい#自撮り#穿搭日常#穿搭日記#手機攝影#手機拍攝#手機拍攝,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/fenkychen0827/images/3774452532530189376_1230005219.jpg,0.3006249964237213,一致,無,無明顯影響,,否,
multimodal_false_negative_top10,multimodal_false_negative_top10,4,c.chienc,1,0.1376486414609869,0.0832313404742535,0.0544173009867334,FN,Medium,0.2759314989671111,-1.83495843410492,0.3484527497514231,0,-2.399231195449829,0.3165906383918283,0,False,FN,False,64.0,0.0395619240604849,0.2841541916131973,0.2516159415245056,0.3042179346084595,0.1815757602453231,0.3358100056648254,30.0,14.0,,😼🖤⚠️💭,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/c.chienc/images/3853221771508042252_1473274919.jpg,0.1815757602453231,"💀 今天的福爾摩謙寶藏箱主題是 Jack Daniel’s 傑克丹尼 精選單桶田納西威士忌禮盒 在COSTCO買了傑克丹尼的禮盒,剛好一起過聖誕節!黑色的禮盒非常有質感,拿著就超級酷,愛威士忌的你們,一定要擁有 😾理性飲酒 | 禁止酒駕 | 未滿十八歲請勿飲酒 裡面有傑克丹尼傑克丹尼精選單桶田納西威士忌700ml,還有可愛的!!!!霧黑硬殼迷你行李箱,它的容量很大,我覺得當娃包跟化妝包都很適合。還有附上四瓶迷你小酒,超級驚喜,擺在一起也太可愛了吧 打開時就已香氣四溢,有烤橡木和淡淡的水果香,跟濃郁焦糖味,喜歡純飲的我真的很推薦 迷你小酒可以隨時自己調來喝,調起來很方便。加入最近喜歡的玉米鬚茶以及蜂蜜,又是另一種風味,那快樂乾杯吧 這個聖誕大禮包真的超帥!傑克丹尼單桶、小酒四瓶、霧黑硬殼迷你行李箱,加上有質感的外盒,超級豐富~ 對了,記得12/01開始還有隱藏優惠哦!",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/c.chienc/images/3781521567570829199_1473274919.jpg,0.3358100056648254,一致,無,無明顯影響,,是,
multimodal_false_negative_top10,multimodal_false_negative_top10,1,suzannebirds,1,0.1396825872602134,0.1450626046810482,-0.0053800174208347,FN,Medium,0.2525819694454019,-1.8179287910461424,0.3226178336968301,0,-1.7738628387451172,0.4870751093923089,0,False,FN,False,55.0,0.0308471587530456,0.2542189657688141,0.2340449690818786,0.2680069208145141,0.1802865117788314,0.3614741563796997,6.0,19.0,,來看飛飛慢動作吃菜菜~,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/suzannebirds/images/3885665337967104861_16025278656.jpg,0.1802865117788314,飛飛回家了😘💗🦃,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/suzannebirds/images/3891601731210122758_16025278656.jpg,0.3614741563796997,一致,無,無明顯影響,,是,
low_similarity_top20,low_similarity_top20,0,dep_tattoos,0,0.658820926033377,0.7478178448308022,-0.0889969187974251,FP,Low,0.2094817226752638,0.6580442786216736,0.3377087362054896,1,1.087007761001587,0.3292227008133845,1,False,FP,False,64.0,0.0210319487215876,0.2094992101192474,0.1967313252389431,0.2203855291008949,0.1607375741004943,0.2929516136646271,1.0,61.0,,🖤認領圖 我一直笑... 假的! 夜裡全碎了 笑被踩進泥裡 我哭到沒聲音 好想跟它一起消失 I kept smiling. Fake. At night it all shattered. The smile was crushed into the dirt. I cried until no sound was left. I just want to disappear with it.,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/dep_tattoos/images/3694415952181368500_40970743337.jpg,0.1607375741004943,台中紋身藝術節 Flash & booking open 2025/11/07-11/09 這次我會參加台中刺青展 除了現場刺青預約開放外 現場還有精心準備的小周邊 歡迎大家來找我玩🥳 預約請在主頁加line ☝🏼☝🏼☝🏼,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/dep_tattoos/images/3743366645508455790_40970743337.jpg,0.2929516136646271,一致,無,幫助,,是,
low_similarity_top20;largest_abs_delta_p_top20,low_similarity_top20;largest_abs_delta_p_top20,3,zoezoeliao,1,0.1834907436154494,0.3231967214034176,-0.1397059777879682,FN,Low,0.2165472314227372,-1.492874026298523,0.5230274241234272,0,-0.7391194701194763,0.4703367025185562,0,False,FN,False,64.0,0.0172861138707419,0.2157256081700325,0.2049249038100242,0.2294109389185905,0.1829841434955597,0.2501214444637298,0.0,56.0,,逃出牢籠後要往哪邊走呢?,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/zoezoeliao/images/3801320371589884096_70119257256.jpg,0.1829841434955597,穿山王擬人,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/zoezoeliao/images/3692056236465706935_70119257256.jpg,0.2501214444637298,一致,有,干擾,,否,
low_similarity_top20,low_similarity_top20,4,lostmyjobat30yo,1,0.8326380182607357,0.8587637157111041,-0.0261256974503684,TP,Low,0.2188464492559433,1.6044399738311768,0.3484527497514231,1,1.805059552192688,0.3165906383918283,1,True,TP,True,25.0,0.0313880222288711,0.2235907018184662,0.2017434686422348,0.2435593903064727,0.1556434482336044,0.2757825851440429,0.0,18.0,,"Day 9 消失的紅雨 🌧️🚫 琴晚睇Thread 話AI 預報話今日會大雨到「紅雨」,我連水鞋都準備好,諗住可以見證維港變威尼斯,順便可以理直氣壯咁喺屋企繼續大覺瞓。 點知今朝一開窗,唔好話紅雨,直情連黃雨都見唔到。個太陽曬到好似想同我隻水鞋道歉咁,曬到我差啲要攞返支防曬出嚟。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/lostmyjobat30yo/images/3896976103223093690_23387406059.jpg,0.1556434482336044,"失業 Day 11 失業財政危機:一個價值 $22 嘅人生抉擇 🥧💸 以前返工嗰陣,二十幾蚊買個下午茶,直行直過八達通「嘟」一聲就走,雙眼連眨都唔會眨吓。 今日行過麵包舖,見到朱古力酥皮蛋撻,標價 $22。喺無收入嘅狀態下,我竟然企咗喺門口足足掙扎咗三分鐘。 內心小劇場 A: 「二十二蚊?夠我買兩包公仔麵加多粒蛋煮兩餐啦......」 內心小劇場 B: 「但你而家好需要多巴胺喎!」 最後,我決定聽小劇場 B 講。雖然戶口冇進帳,但如果連食嚿甜嘢嘅快樂都剝奪埋,人生仲有咩意義? 結果?真係一啖驚艷! 咬落去層酥皮鬆脆到「咔嚓」一聲,濃郁嘅朱古力流心加埋滑溜嘅蛋香,簡直將治癒感拉滿。嗰一刻我覺得,呢個唔只係一個蛋撻,而係我對生活最後嘅尊嚴。 錢可以之後再搵,但買到快樂嘅當下係無價嘅。今日呢 $22,值回票價!",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/lostmyjobat30yo/images/3898487458090511590_23387406059.jpg,0.2757825851440429,一致,無,無明顯影響,,否,
low_similarity_top20,low_similarity_top20,4,hamoda.hassan.9,0,0.0826493910608556,0.0440760034001664,0.0385733876606892,TN,Low,0.2198723589486264,-2.4068822860717773,0.3484527497514231,0,-3.0767629146575928,0.3165906383918283,0,True,TN,True,47.0,0.0322216682410655,0.2172492146492004,0.202053040266037,0.2276376709342003,0.1643647700548172,0.3174456059932709,3.0,39.0,,聖誕節快樂 🎄🎅🎁⛄️❄️,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/hamoda.hassan.9/images/3797408182885172421_7125355262.jpg,0.1643647700548172,"Now in orange island, Hurghada, Red Sea , 在橙子島上拍的照片,赫兒格迖,紅海",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/hamoda.hassan.9/images/3413377922884499472_7125355262.jpg,0.3174456059932709,一致,無,無明顯影響,,是,
low_similarity_top20,low_similarity_top20,1,sh_tree_,0,0.2586776252142139,0.1695028551008537,0.0891747701133602,TN,Low,0.2232485125924265,-1.052852988243103,0.3226178336968301,0,-1.5891547203063965,0.4870751093923089,0,True,TN,True,43.0,0.0207675427883896,0.2198574841022491,0.2096930667757988,0.2360716313123703,0.1813621073961258,0.2839514911174774,0.0,34.0,,童年回憶🌕 小時候 某次做夢時夢見自己獨自一直向前走 突然出現了隻大虎鯨很緩慢的游在我身邊 我手上拿著月亮照亮前方 感覺很安心 #插畫,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/sh_tree_/images/2786549957887098697_51820709046.jpg,0.1813621073961258,moon hug. #月亮 #簡約,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/sh_tree_/images/2872572423230606502_51820709046.jpg,0.2839514911174774,一致,無,干擾,,否,
low_similarity_top20,low_similarity_top20,2,ineichashitsu,1,0.8898350622640695,0.8303112278403718,0.0595238344236976,TP,Low,0.2238974494393915,2.089057445526123,0.1330126093082226,1,1.5878345966339111,0.2395427346368431,1,True,TP,True,64.0,0.0212951956526249,0.2224071770906448,0.2125266157090664,0.236563142389059,0.1792240738868713,0.2686785757541656,0.0,50.0,,"服毒 4:26a.m. 失眠。 「三省吾身」的最佳時分。 但不是說過不要相信凌晨的自己這樣的話嗎?有這麼一個意象常常在戲劇、漫畫或是小說中出現: 有個人,通常是「我」,在千人一面的灰色人潮裡,在行進中的律動之中,與世界感到疏離的「我」無意識地與人隔開,靜止在地上抱膝。一盞白色或是奶黃色的舞臺燈照射在我身上。這景象好淒美哦:它在訴說,世界上除了「我」,別人都是沒有思想的、灰暗的、無聊的,只有「我」獨一無二,因為舞臺燈只會射給配得上的人啊。呵呵呵。 我想到,有思想的人,反省就成為一種體內自我製造的毒藥,它的毒性卻只對製毒者有效。因此我──沒有括號的這個我,狡猾地將調校舞臺射燈的角度,往身邊行進的人們射去。 當舞臺射燈射在周圍的人身上,那個以獨一無二自居的我,竟也發現別人的特點,讓我反省──再一次服毒──凌晨除了可以反省自己,也可以代他人反省。 那麼,當舞臺燈射在別人上,那些我或深或淺認識的人,有的有過對話,有的只知道他是誰卻不知道甚麼名字的人。他們的故事太豐富了,就像文學與電影,獨一無二的劇本。我發現了甚麼?原來我身邊有這些人──不同的人: .自殘、自殺、跳樓,源於情緒病、抑鬱症。有死、傷殘,亦有沒有事發生的。 .結婚的人有婚外情、沒有結婚的人有外遇。 .非禮、性侵犯,被送上法庭。 .吸毒。 .放火,沒有死傷,但他坐牢了。 我實在驚訝,驚訝著像我這樣一個內向與不善交友的人,竟然能認識與目擊這麼多特別的人。我懷疑,當文學看得多了,身邊的人就會變得跟小說一樣,成為不平凡的人,或者從小說中跳出來在我面前演出一樣,娛樂我,被我目睹,就像我去閱讀一樣。 在黑暗的深夜閱讀一本書,燈光自然要往書上照。看到那群人,我不禁想到,自以為善類的自己,像是忘記了物以類聚的道理,因此我開始又重新懷疑、反省自己──又服毒。 舞臺燈熄滅了。我不跟隨行進的人潮往前走。睡覺。 __ 圖•文 写真•文 __",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/ineichashitsu/images/3718532789848456885_37601116967.jpg,0.1792240738868713,"現代伊勢物語‧十二 他們爬到神倉神社的最高處。此前攀爬過數百級巖巉的石階,高低差頗大,不少因青苔而濕滑。最高處是一顆碩大無朋的石,被注連繩圍著,因此那是被供奉的神體本身。 他的身體總是欠佳,她卻執意要攀上去。於是,他又執意要與欠佳的身體搏鬥,竟不到一會,就到達目的地。 由於甚麼都是石,這讓人感到這是石的神社,他心頭突然冒出一堆與石有關的詞語,例如:石頭、石像、石灰、石塊、石器時代,等等。接著腦袋逼他把它們串連成一首詩,成為: いしあたま(攀登高石階) かみくらじんじゃ(在神倉神社之巔) いただきに(有固執的人) 因為石頭,他的詩如石一般硬,想著想著,不僅雙腿,連頭腦也硬起來。 至於她呢?她為甚麼把他呼喚上來,中間有名為「女坂」的山道,讓不願攀石階的人走捷徑,但她認為攀石階比較誠心,所以就要他一起爬了。她不僅鐵石心腸起來,也是「いしあたま」(不懂變通的人)。 「啊!看到城市和大海。真舒服。」 咦,這句話是誰說的?",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/ineichashitsu/images/3314118753792156941_37601116967.jpg,0.2686785757541656,部分一致,無,無明顯影響,,否,
low_similarity_top20,low_similarity_top20,3,zongyi0929,0,0.0578185191312036,0.0774196644852089,-0.0196011453540052,TN,Low,0.2242923669639181,-2.790888786315918,0.5230274241234272,0,-2.477933645248413,0.4703367025185562,0,True,TN,True,61.0,0.0325991533593641,0.2245490252971649,0.1985330730676651,0.2464448064565658,0.1262195706367492,0.293601393699646,2.0,42.0,,背day 😌,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/zongyi0929/images/3346443738829186948_3043556977.jpg,0.1262195706367492,"關於放鬆 因為我個人身體容易緊繃,也因為工作通常都是單邊轉動或發力,所以在訓練前必須讓身體回到「正確位置」不然沒效果可能還容易受傷。 在身體處於不穩定或者不在正確位置的時候,無論是行程、張力、角度....都會受影響。 但是不必在訓練前作全身性的放鬆,而是針對今天所訓練的目標肌群、輔助肌群、拮抗肌、穩定肌群去做檢討。 例如:練胸 胸大肌(目標肌群)會不會太緊 三頭肌(輔助肌群)會不會刺痛 肩胛骨是否能正常移動等等..... 當然,有些人天生不易緊繃,活動度也非常棒,甚至從來不放鬆也有相當好的訓練成效,那就是個體差異了。 最後,放鬆沒有絕對的好與壞,它是一種手段,不是一種結果,任何方式都可以多方嘗試,但是想要身材好不要鐵齒,因為我曾經是那個鐵齒的人。😅😅 💪🏻💪🏻",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/zongyi0929/images/3347226342041940265_3043556977.jpg,0.293601393699646,一致,無,無明顯影響,,是,
low_similarity_top20,low_similarity_top20,4,i_can_do_it_9502,1,0.9548661345317832,0.9821380745758094,-0.0272719400440262,TP,Low,0.224329168209806,3.05193829536438,0.3484527497514231,1,4.007060527801514,0.3165906383918283,1,True,TP,True,64.0,0.0223955521289118,0.2256713360548019,0.2123748920857906,0.242833100259304,0.1696721911430359,0.2604762315750122,0.0,47.0,,-低語- 𓈒 𓂂𓏸 還是很難過嗎 會生病不是你的問題 把那些刺耳的 批判 質疑 和藥全部都泡進伏特加裡 一起調一杯充滿月光的酒 在暴雨中微醺著入眠 還是很難過的話就哭吧 有時候尿褲子也沒事的 把袖子捲起來 曬一些太陽 讓血清素跟著心跳微微上升 哭吧 我會抱著你 生病不是一件很羞恥的事情 你要相信 在破碎中長大的你 一定也很耀眼 🏷️,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/i_can_do_it_9502/images/3276875140650603236_44058188782.jpg,0.1696721911430359,"𖥧⌂* 好久不見,毫無疑問的依然很糟糕,但是我還活著,可能是件壞事吧。 我不想再去思考一些華麗的辭藻來讓自己的文章看起來更接近我內心的完美,或者是絞盡腦汁逼迫自己的記憶力跟以前一樣好,帶著微笑假裝什麼事都沒有發生一樣。 好像所有的一切都回不去原本的樣子了,原本以為會一直在身邊的人一個一個走了,相信很多人說「會好起來的。」這句話時的希望也被自己搞砸的一塌糊塗。 我已經很久沒有傷害自己了,在日復一日的監視下,說不想也只是變成了謊話,藥還在慢慢的增加,他當初答應醫生的話也沒有做到。 我真的真的很累,連想死都很累。",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/positive/i_can_do_it_9502/images/3171585865713962660_44058188782.jpg,0.2604762315750122,一致,不明確,無明顯影響,,否,
low_similarity_top20,low_similarity_top20,2,ooodovobooo,0,0.1205621099625059,0.0947658371079519,0.0257962728545539,TN,Low,0.2261514186859131,-1.987117886543274,0.1330126093082226,0,-2.256784677505493,0.2395427346368431,0,True,TN,True,30.0,0.0374496816773042,0.2281490713357925,0.1926708146929741,0.2496786117553711,0.1636498719453811,0.3164540529251098,2.0,21.0,,"- 台南。黑膠漢堡 - 📍 西門路一段689巷19號右側, 南區台南市702 📍11:30-15:00/17:30-22:00 📍公休:二 📍I G : - 雙層滑板牛肉堡-$195 雙層培根雞腿堡-$205 年輕人脆薯-$90 - 藍曬圖給我的感覺, 很像一個小城鎮的市集, 裡面有一些文創產品, 逛完一圈肯定餓了吧! 可以去吃美式黑膠漢堡, 我自己喜歡雙層滑板牛肉堡, 花生醬讓人想吃三百顆漢堡, 不吃牛的人可以考慮雙層培根雞腿堡 有一個烤肉的味道,非常的幸福。 - #台南黑膠漢堡 #台南市 #台南旅遊 #台南漢堡 #台南藍曬圖 #台南西門路 #中西區美食 #美食#旅行#好吃 -",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/ooodovobooo/images/3292381331844916762_58398416484.jpg,0.1636498719453811,"- 台南。Musa thai Cuisine 泰國料理 - 📍台南市中西區友愛街14號 📍11:00-15:00/17:00-21:00 📍公休:一二 📍I G : - 泰式辣炒牛肉-$298 黃咖哩炒軟殼蟹-$380 摩摩渣渣-$70 泰式奶茶-$75 - 椅子、桌子、燈具.. 整間氛圍都好泰式。 辣炒牛肉,稍微辣, 牛香不錯,調味也好。 摩摩渣渣有椰奶香, 還有菠蘿蜜。 - #台南市 #台南旅遊 #台南小吃 #台南泰式料理 #台南友愛街 #炒牛肉 #中西區美食 #旅行#好吃 -",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/ooodovobooo/images/3310476606048238853_58398416484.jpg,0.3164540529251098,一致,無,無明顯影響,,否,
low_similarity_top20,low_similarity_top20,0,914_planet,0,0.190372763860885,0.1538514376850778,0.0365213261758071,TN,Low,0.2277444217067498,-1.447589874267578,0.3377087362054896,0,-1.7047075033187866,0.3292227008133845,0,True,TN,True,26.0,0.0356178137133164,0.211616925895214,0.2070325873792171,0.2200610563158989,0.1969193667173385,0.3090787529945373,2.0,20.0,,- -,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/914_planet/images/2619774775011542177_10437947455.jpg,0.1969193667173385,"特別,喜歡。 - -",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/914_planet/images/3046846932829476063_10437947455.jpg,0.3090787529945373,部分一致,有,無明顯影響, D,否,
low_similarity_top20,low_similarity_top20,3,zang_photo,0,0.1340674655905352,0.1881273138120359,-0.0540598482215007,TN,Low,0.2278213004271189,-1.8654638528823853,0.5230274241234272,0,-1.4622246026992798,0.4703367025185562,0,True,TN,True,18.0,0.0237765317225044,0.225889004766941,0.215999074280262,0.2434004098176956,0.1777979433536529,0.2665665447711944,0.0,13.0,,"《掙扎》 不斷的掙扎,直到得到救贖..... 📷:Sony A74 🔭:SEL2470",/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/zang_photo/images/3156669696811336262_45777028966.jpg,0.1777979433536529,該死的裁切右滑看原圖 📷:Sony A74 🔭:SEL2470 MD:,/mnt/d/時間序列/ContextVecNet_Instagram_filtered_new/negative/zang_photo/images/2913139097361375045_45777028966.jpg,0.2665665447711944,一致,無,無明顯影響,,否,
