window_id,username,split,window_label,window_type,window_start,window_end,n_posts_in_14d,n_high_risk_posts,mean_p_depression_tcal,anchor_post_ids,anchor_post_count,selected_post_ids,selected_post_count,prev_context_count,padding_needed,source_rule
w_000010,ch_20.9,val,1,positive_14d,2025-05-07 16:06:47+00:00,2025-05-21 16:06:47+00:00,6,6,0.999970018863678,"[""3627351420141270284_74448524626"", ""3627582082928381704_74448524626"", ""3627835838668519883_74448524626"", ""3628146253093648558_74448524626"", ""3628639727210809396_74448524626"", ""3629600531259672987_74448524626""]",6,"[""3627351420141270284_74448524626"", ""3627582082928381704_74448524626"", ""3627835838668519883_74448524626"", ""3628146253093648558_74448524626"", ""3628639727210809396_74448524626"", ""3629600531259672987_74448524626""]",6,0,26,14d_plus_prev_context
w_000011,ch_20.9,val,1,positive_14d,2025-05-08 08:09:14+00:00,2025-05-22 08:09:14+00:00,4,4,0.999975174665451,"[""3627835838668519883_74448524626"", ""3628146253093648558_74448524626"", ""3628639727210809396_74448524626"", ""3629600531259672987_74448524626""]",4,"[""3627351420141270284_74448524626"", ""3627582082928381704_74448524626"", ""3627835838668519883_74448524626"", ""3628146253093648558_74448524626"", ""3628639727210809396_74448524626"", ""3629600531259672987_74448524626""]",6,2,26,14d_plus_prev_context
w_000012,ch_20.9,val,1,positive_14d,2025-05-08 18:25:58+00:00,2025-05-22 18:25:58+00:00,3,3,0.999967098236084,"[""3628146253093648558_74448524626"", ""3628639727210809396_74448524626"", ""3629600531259672987_74448524626""]",3,"[""3627351420141270284_74448524626"", ""3627582082928381704_74448524626"", ""3627835838668519883_74448524626"", ""3628146253093648558_74448524626"", ""3628639727210809396_74448524626"", ""3629600531259672987_74448524626""]",6,3,26,14d_plus_prev_context
w_000013,depression_494,train,1,positive_14d,2021-12-01 13:00:27+00:00,2021-12-15 13:00:27+00:00,24,16,0.7981355049028025,"[""2719113647994841036_50550258410"", ""2719140073353120963_50550258410"", ""2719140947412549842_50550258410"", ""2719575865102368057_50550258410"", ""2719600894367027237_50550258410"", ""2719717914685430443_50550258410"", ""2720181442154668676_50550258410"", ""2720199910631666945_50550258410"", ""2720314745875097210_50550258410"", ""2721138858242993003_50550258410"", ""2721142617119628502_50550258410"", ""2721808602818200518_50550258410"", ""2722324547008095319_50550258410"", ""2722350105058147622_50550258410"", ""2723152233811462383_50550258410"", ""2723338845081047910_50550258410"", ""2723931534035228247_50550258410"", ""2724493019301882984_50550258410"", ""2724972768274986856_50550258410"", ""2725270743846738871_50550258410"", ""2725376521707740857_50550258410"", ""2725379507104265059_50550258410"", ""2726994845797527639_50550258410"", ""2727471700758675623_50550258410""]",24,"[""2719113647994841036_50550258410"", ""2719140073353120963_50550258410"", ""2719140947412549842_50550258410"", ""2719575865102368057_50550258410"", ""2719600894367027237_50550258410"", ""2719717914685430443_50550258410"", ""2720181442154668676_50550258410"", ""2720199910631666945_50550258410"", ""2720314745875097210_50550258410"", ""2721138858242993003_50550258410"", ""2721142617119628502_50550258410"", ""2721808602818200518_50550258410"", ""2722324547008095319_50550258410"", ""2722350105058147622_50550258410"", ""2723152233811462383_50550258410"", ""2723338845081047910_50550258410"", ""2723931534035228247_50550258410"", ""2724493019301882984_50550258410"", ""2724972768274986856_50550258410"", ""2725270743846738871_50550258410"", ""2725376521707740857_50550258410"", ""2725379507104265059_50550258410"", ""2726994845797527639_50550258410"", ""2727471700758675623_50550258410""]",24,0,8,14d_plus_prev_context
w_000014,depression_494,train,1,positive_14d,2021-12-02 09:01:02+00:00,2021-12-16 09:01:02+00:00,19,11,0.7506202061319384,"[""2719717914685430443_50550258410"", ""2720181442154668676_50550258410"", ""2720199910631666945_50550258410"", ""2720314745875097210_50550258410"", ""2721138858242993003_50550258410"", ""2721142617119628502_50550258410"", ""2721808602818200518_50550258410"", ""2722324547008095319_50550258410"", ""2722350105058147622_50550258410"", ""2723152233811462383_50550258410"", ""2723338845081047910_50550258410"", ""2723931534035228247_50550258410"", ""2724493019301882984_50550258410"", ""2724972768274986856_50550258410"", ""2725270743846738871_50550258410"", ""2725376521707740857_50550258410"", ""2725379507104265059_50550258410"", ""2726994845797527639_50550258410"", ""2727471700758675623_50550258410""]",19,"[""2719113647994841036_50550258410"", ""2719140073353120963_50550258410"", ""2719140947412549842_50550258410"", ""2719575865102368057_50550258410"", ""2719600894367027237_50550258410"", ""2719717914685430443_50550258410"", ""2720181442154668676_50550258410"", ""2720199910631666945_50550258410"", ""2720314745875097210_50550258410"", ""2721138858242993003_50550258410"", ""2721142617119628502_50550258410"", ""2721808602818200518_50550258410"", ""2722324547008095319_50550258410"", ""2722350105058147622_50550258410"", ""2723152233811462383_50550258410"", ""2723338845081047910_50550258410"", ""2723931534035228247_50550258410"", ""2724493019301882984_50550258410"", ""2724972768274986856_50550258410"", ""2725270743846738871_50550258410"", ""2725376521707740857_50550258410"", ""2725379507104265059_50550258410"", ""2726994845797527639_50550258410"", ""2727471700758675623_50550258410""]",24,5,8,14d_plus_prev_context
w_000015,depression_494,train,1,positive_14d,2021-12-04 08:04:11+00:00,2021-12-18 08:04:11+00:00,17,9,0.7202790320359995,"[""2721138858242993003_50550258410"", ""2721142617119628502_50550258410"", ""2721808602818200518_50550258410"", ""2722324547008095319_50550258410"", ""2722350105058147622_50550258410"", ""2723152233811462383_50550258410"", ""2723338845081047910_50550258410"", ""2723931534035228247_50550258410"", ""2724493019301882984_50550258410"", ""2724972768274986856_50550258410"", ""2725270743846738871_50550258410"", ""2725376521707740857_50550258410"", ""2725379507104265059_50550258410"", ""2726994845797527639_50550258410"", ""2727471700758675623_50550258410"", ""2729882161570565484_50550258410"", ""2730611005038409689_50550258410""]",17,"[""2719113647994841036_50550258410"", ""2719140073353120963_50550258410"", ""2719140947412549842_50550258410"", ""2719575865102368057_50550258410"", ""2719600894367027237_50550258410"", ""2719717914685430443_50550258410"", ""2720181442154668676_50550258410"", ""2720199910631666945_50550258410"", ""2720314745875097210_50550258410"", ""2721138858242993003_50550258410"", ""2721142617119628502_50550258410"", ""2721808602818200518_50550258410"", ""2722324547008095319_50550258410"", ""2722350105058147622_50550258410"", ""2723152233811462383_50550258410"", ""2723338845081047910_50550258410"", ""2723931534035228247_50550258410"", ""2724493019301882984_50550258410"", ""2724972768274986856_50550258410"", ""2725270743846738871_50550258410"", ""2725376521707740857_50550258410"", ""2725379507104265059_50550258410"", ""2726994845797527639_50550258410"", ""2727471700758675623_50550258410"", ""2729882161570565484_50550258410"", ""2730611005038409689_50550258410""]",26,9,6,14d_plus_prev_context
w_000016,depression_meem,val,1,positive_14d,2022-02-20 09:53:12+00:00,2022-03-06 09:53:12+00:00,13,6,0.8118323919076759,"[""2777726228679667531_52085543777"", ""2777730127067245762_52085543777"", ""2778386454374452635_52085543777"", ""2779162161580941214_52085543777"", ""2779984706857317727_52085543777"", ""2780510426608024437_52085543777"", ""2781330103743595433_52085543777"", ""2782186044596847405_52085543777"", ""2782830990802724608_52085543777"", ""2783815572100249290_52085543777"", ""2785026656216008245_52085543777"", ""2786523159942063908_52085543777"", ""2787130875559477729_52085543777""]",13,"[""2777726228679667531_52085543777"", ""2777730127067245762_52085543777"", ""2778386454374452635_52085543777"", ""2779162161580941214_52085543777"", ""2779984706857317727_52085543777"", ""2780510426608024437_52085543777"", ""2781330103743595433_52085543777"", ""2782186044596847405_52085543777"", ""2782830990802724608_52085543777"", ""2783815572100249290_52085543777"", ""2785026656216008245_52085543777"", ""2786523159942063908_52085543777"", ""2787130875559477729_52085543777""]",13,0,19,14d_plus_prev_context
w_000017,depression_meem,val,1,positive_14d,2022-02-23 12:40:23+00:00,2022-03-09 12:40:23+00:00,10,4,0.8646935224533081,"[""2779984706857317727_52085543777"", ""2780510426608024437_52085543777"", ""2781330103743595433_52085543777"", ""2782186044596847405_52085543777"", ""2782830990802724608_52085543777"", ""2783815572100249290_52085543777"", ""2785026656216008245_52085543777"", ""2786523159942063908_52085543777"", ""2787130875559477729_52085543777"", ""2789442061279200856_52085543777""]",10,"[""2777726228679667531_52085543777"", ""2777730127067245762_52085543777"", ""2778386454374452635_52085543777"", ""2779162161580941214_52085543777"", ""2779984706857317727_52085543777"", ""2780510426608024437_52085543777"", ""2781330103743595433_52085543777"", ""2782186044596847405_52085543777"", ""2782830990802724608_52085543777"", ""2783815572100249290_52085543777"", ""2785026656216008245_52085543777"", ""2786523159942063908_52085543777"", ""2787130875559477729_52085543777"", ""2789442061279200856_52085543777""]",14,4,18,14d_plus_prev_context
w_000018,depression_meem,val,1,positive_14d,2022-02-26 13:34:03+00:00,2022-03-12 13:34:03+00:00,9,4,0.7991752756966485,"[""2782186044596847405_52085543777"", ""2782830990802724608_52085543777"", ""2783815572100249290_52085543777"", ""2785026656216008245_52085543777"", ""2786523159942063908_52085543777"", ""2787130875559477729_52085543777"", ""2789442061279200856_52085543777"", ""2790140968816840837_52085543777"", ""2791528193534125944_52085543777""]",9,"[""2777726228679667531_52085543777"", ""2777730127067245762_52085543777"", ""2778386454374452635_52085543777"", ""2779162161580941214_52085543777"", ""2779984706857317727_52085543777"", ""2780510426608024437_52085543777"", ""2781330103743595433_52085543777"", ""2782186044596847405_52085543777"", ""2782830990802724608_52085543777"", ""2783815572100249290_52085543777"", ""2785026656216008245_52085543777"", ""2786523159942063908_52085543777"", ""2787130875559477729_52085543777"", ""2789442061279200856_52085543777"", ""2790140968816840837_52085543777"", ""2791528193534125944_52085543777""]",16,7,16,14d_plus_prev_context
w_000019,depression_no_heart,val,1,positive_14d,2021-01-01 08:24:17+00:00,2021-01-15 08:24:17+00:00,3,3,0.9999999602635702,"[""2476899553171132592_2715032068"", ""2481519892064650532_2715032068"", ""2485983359995842923_2715032068""]",3,"[""2476899553171132592_2715032068"", ""2481519892064650532_2715032068"", ""2485983359995842923_2715032068""]",3,0,29,14d_plus_prev_context
w_000020,depression_no_heart,val,1,positive_14d,2021-01-07 17:24:05+00:00,2021-01-21 17:24:05+00:00,3,2,0.6666666671051766,"[""2481519892064650532_2715032068"", ""2485983359995842923_2715032068"", ""2491455547368689817_2715032068""]",3,"[""2476899553171132592_2715032068"", ""2481519892064650532_2715032068"", ""2485983359995842923_2715032068"", ""2491455547368689817_2715032068""]",4,1,28,14d_plus_prev_context
w_000021,depression_no_heart,val,1,positive_14d,2021-02-22 15:34:20+00:00,2021-03-08 15:34:20+00:00,4,4,0.9995610117912292,"[""2514804340952469250_2715032068"", ""2518196243677047591_2715032068"", ""2522627909967269667_2715032068"", ""2523670123065499009_2715032068""]",4,"[""2476899553171132592_2715032068"", ""2481519892064650532_2715032068"", ""2485983359995842923_2715032068"", ""2491455547368689817_2715032068"", ""2514804340952469250_2715032068"", ""2518196243677047591_2715032068"", ""2522627909967269667_2715032068"", ""2523670123065499009_2715032068""]",8,4,24,14d_plus_prev_context
w_000022,depressy.trouble,test,1,positive_14d,2021-01-03 09:00:03+00:00,2021-01-17 09:00:03+00:00,7,4,0.7317478827067784,"[""2478367105882990180_32694407385"", ""2479091919094511743_32694407385"", ""2480541440332582620_32694407385"", ""2481990998640122778_32694407385"", ""2484165313158495322_32694407385"", ""2485614899425372051_32694407385"", ""2487064415118617236_32694407385""]",7,"[""2478367105882990180_32694407385"", ""2479091919094511743_32694407385"", ""2480541440332582620_32694407385"", ""2481990998640122778_32694407385"", ""2484165313158495322_32694407385"", ""2485614899425372051_32694407385"", ""2487064415118617236_32694407385""]",7,0,25,14d_plus_prev_context
w_000023,depressy.trouble,test,1,positive_14d,2021-01-04 09:00:08+00:00,2021-01-18 09:00:08+00:00,7,4,0.7315375804901123,"[""2479091919094511743_32694407385"", ""2480541440332582620_32694407385"", ""2481990998640122778_32694407385"", ""2484165313158495322_32694407385"", ""2485614899425372051_32694407385"", ""2487064415118617236_32694407385"", ""2489238757973777370_32694407385""]",7,"[""2478367105882990180_32694407385"", ""2479091919094511743_32694407385"", ""2480541440332582620_32694407385"", ""2481990998640122778_32694407385"", ""2484165313158495322_32694407385"", ""2485614899425372051_32694407385"", ""2487064415118617236_32694407385"", ""2489238757973777370_32694407385""]",8,1,24,14d_plus_prev_context
w_000024,depressy.trouble,test,1,positive_14d,2021-01-08 09:00:05+00:00,2021-01-22 09:00:05+00:00,6,5,0.9105636874834696,"[""2481990998640122778_32694407385"", ""2484165313158495322_32694407385"", ""2485614899425372051_32694407385"", ""2487064415118617236_32694407385"", ""2489238757973777370_32694407385"", ""2490688290998140744_32694407385""]",6,"[""2478367105882990180_32694407385"", ""2479091919094511743_32694407385"", ""2480541440332582620_32694407385"", ""2481990998640122778_32694407385"", ""2484165313158495322_32694407385"", ""2485614899425372051_32694407385"", ""2487064415118617236_32694407385"", ""2489238757973777370_32694407385"", ""2490688290998140744_32694407385""]",9,3,23,14d_plus_prev_context
w_000025,dreamqueen_poem,train,1,positive_14d,2024-06-05 10:16:53+00:00,2024-06-19 10:16:53+00:00,5,4,0.7940199082542676,"[""3383650666046864320_64778799978"", ""3385242161984069578_64778799978"", ""3387155117944621971_64778799978"", ""3390206083581460183_64778799978"", ""3393137906540110340_64778799978""]",5,"[""3353869733542725972_64778799978"", ""3354544952271861138_64778799978"", ""3355433647292063677_64778799978"", ""3355911923433429156_64778799978"", ""3356814361510073838_64778799978"", ""3358328643263487106_64778799978"", ""3359731081635719272_64778799978"", ""3361083536588068763_64778799978"", ""3361995275299010961_64778799978"", ""3363317913715748297_64778799978"", ""3364690458964895005_64778799978"", ""3366374155292062741_64778799978"", ""3367792978100640178_64778799978"", ""3369907276096504162_64778799978"", ""3370644459191528182_64778799978"", ""3372779114761882721_64778799978"", ""3374257741156534664_64778799978"", ""3375740431932196137_64778799978"", ""3377042682524995632_64778799978"", ""3378619695187521208_64778799978"", ""3380942461298597573_64778799978"", ""3383650666046864320_64778799978"", ""3385242161984069578_64778799978"", ""3387155117944621971_64778799978"", ""3390206083581460183_64778799978"", ""3393137906540110340_64778799978""]",26,21,6,14d_plus_prev_context
w_000026,dreamqueen_poem,train,1,positive_14d,2024-06-10 06:19:36+00:00,2024-06-24 06:19:36+00:00,4,3,0.7424512747626295,"[""3387155117944621971_64778799978"", ""3390206083581460183_64778799978"", ""3393137906540110340_64778799978"", ""3395389851929716739_64778799978""]",4,"[""3353869733542725972_64778799978"", ""3354544952271861138_64778799978"", ""3355433647292063677_64778799978"", ""3355911923433429156_64778799978"", ""3356814361510073838_64778799978"", ""3358328643263487106_64778799978"", ""3359731081635719272_64778799978"", ""3361083536588068763_64778799978"", ""3361995275299010961_64778799978"", ""3363317913715748297_64778799978"", ""3364690458964895005_64778799978"", ""3366374155292062741_64778799978"", ""3367792978100640178_64778799978"", ""3369907276096504162_64778799978"", ""3370644459191528182_64778799978"", ""3372779114761882721_64778799978"", ""3374257741156534664_64778799978"", ""3375740431932196137_64778799978"", ""3377042682524995632_64778799978"", ""3378619695187521208_64778799978"", ""3380942461298597573_64778799978"", ""3383650666046864320_64778799978"", ""3385242161984069578_64778799978"", ""3387155117944621971_64778799978"", ""3390206083581460183_64778799978"", ""3393137906540110340_64778799978"", ""3395389851929716739_64778799978""]",27,23,5,14d_plus_prev_context
w_000027,dreamqueen_poem,train,1,positive_14d,2024-06-14 11:21:20+00:00,2024-06-28 11:21:20+00:00,5,4,0.7939665749629967,"[""3390206083581460183_64778799978"", ""3393137906540110340_64778799978"", ""3395389851929716739_64778799978"", ""3398143810201286499_64778799978"", ""3399695185917926798_64778799978""]",5,"[""3353869733542725972_64778799978"", ""3354544952271861138_64778799978"", ""3355433647292063677_64778799978"", ""3355911923433429156_64778799978"", ""3356814361510073838_64778799978"", ""3358328643263487106_64778799978"", ""3359731081635719272_64778799978"", ""3361083536588068763_64778799978"", ""3361995275299010961_64778799978"", ""3363317913715748297_64778799978"", ""3364690458964895005_64778799978"", ""3366374155292062741_64778799978"", ""3367792978100640178_64778799978"", ""3369907276096504162_64778799978"", ""3370644459191528182_64778799978"", ""3372779114761882721_64778799978"", ""3374257741156534664_64778799978"", ""3375740431932196137_64778799978"", ""3377042682524995632_64778799978"", ""3378619695187521208_64778799978"", ""3380942461298597573_64778799978"", ""3383650666046864320_64778799978"", ""3385242161984069578_64778799978"", ""3387155117944621971_64778799978"", ""3390206083581460183_64778799978"", ""3393137906540110340_64778799978"", ""3395389851929716739_64778799978"", ""3398143810201286499_64778799978"", ""3399695185917926798_64778799978""]",29,24,3,14d_plus_prev_context
w_000028,drownedep,train,1,positive_14d,2024-07-06 18:25:09+00:00,2024-07-20 18:25:09+00:00,3,2,0.6625805455842055,"[""3406364467305911530_60654141454"", ""3407750624573038515_60654141454"", ""3409085282346742355_60654141454""]",3,"[""3304137181086012414_60654141454"", ""3312463570075766708_60654141454"", ""3327695012556779893_60654141454"", ""3333038925589107073_60654141454"", ""3340136149917817277_60654141454"", ""3362120756401730249_60654141454"", ""3392462949477567294_60654141454"", ""3406364467305911530_60654141454"", ""3407750624573038515_60654141454"", ""3409085282346742355_60654141454""]",10,7,22,14d_plus_prev_context
