window_id,username,split,window_label,window_type,window_start,window_end,n_posts_in_14d,n_high_risk_posts,mean_p_depression_tcal,anchor_post_ids,anchor_post_count,selected_post_ids,selected_post_count,prev_context_count,padding_needed,source_rule
w_000010,ch_20.9,val,1,positive_14d,2025-05-07 16:06:47+00:00,2025-05-21 16:06:47+00:00,6,6,0.999970018863678,"[""3627351420141270284_74448524626"", ""3627582082928381704_74448524626"", ""3627835838668519883_74448524626"", ""3628146253093648558_74448524626"", ""3628639727210809396_74448524626"", ""3629600531259672987_74448524626""]",6,"[""3627351420141270284_74448524626"", ""3627582082928381704_74448524626"", ""3627835838668519883_74448524626"", ""3628146253093648558_74448524626"", ""3628639727210809396_74448524626"", ""3629600531259672987_74448524626""]",6,0,2,14d_plus_prev_context
w_000011,ch_20.9,val,1,positive_14d,2025-05-08 08:09:14+00:00,2025-05-22 08:09:14+00:00,4,4,0.999975174665451,"[""3627835838668519883_74448524626"", ""3628146253093648558_74448524626"", ""3628639727210809396_74448524626"", ""3629600531259672987_74448524626""]",4,"[""3627351420141270284_74448524626"", ""3627582082928381704_74448524626"", ""3627835838668519883_74448524626"", ""3628146253093648558_74448524626"", ""3628639727210809396_74448524626"", ""3629600531259672987_74448524626""]",6,2,2,14d_plus_prev_context
w_000012,ch_20.9,val,1,positive_14d,2025-05-08 18:25:58+00:00,2025-05-22 18:25:58+00:00,3,3,0.999967098236084,"[""3628146253093648558_74448524626"", ""3628639727210809396_74448524626"", ""3629600531259672987_74448524626""]",3,"[""3627351420141270284_74448524626"", ""3627582082928381704_74448524626"", ""3627835838668519883_74448524626"", ""3628146253093648558_74448524626"", ""3628639727210809396_74448524626"", ""3629600531259672987_74448524626""]",6,3,2,14d_plus_prev_context
w_000013,depression_494,train,1,positive_14d,2021-12-01 13:00:27+00:00,2021-12-15 13:00:27+00:00,24,16,0.7981355049028025,"[""2719113647994841036_50550258410"", ""2719140073353120963_50550258410"", ""2719140947412549842_50550258410"", ""2719575865102368057_50550258410"", ""2719600894367027237_50550258410"", ""2719717914685430443_50550258410"", ""2720181442154668676_50550258410"", ""2720199910631666945_50550258410"", ""2720314745875097210_50550258410"", ""2721138858242993003_50550258410"", ""2721142617119628502_50550258410"", ""2721808602818200518_50550258410"", ""2722324547008095319_50550258410"", ""2722350105058147622_50550258410"", ""2723152233811462383_50550258410"", ""2723338845081047910_50550258410"", ""2723931534035228247_50550258410"", ""2724493019301882984_50550258410"", ""2724972768274986856_50550258410"", ""2725270743846738871_50550258410"", ""2725376521707740857_50550258410"", ""2725379507104265059_50550258410"", ""2726994845797527639_50550258410"", ""2727471700758675623_50550258410""]",24,"[""2723931534035228247_50550258410"", ""2724493019301882984_50550258410"", ""2724972768274986856_50550258410"", ""2725270743846738871_50550258410"", ""2725376521707740857_50550258410"", ""2725379507104265059_50550258410"", ""2726994845797527639_50550258410"", ""2727471700758675623_50550258410""]",8,0,0,14d_plus_prev_context
w_000014,depression_494,train,1,positive_14d,2021-12-02 09:01:02+00:00,2021-12-16 09:01:02+00:00,19,11,0.7506202061319384,"[""2719717914685430443_50550258410"", ""2720181442154668676_50550258410"", ""2720199910631666945_50550258410"", ""2720314745875097210_50550258410"", ""2721138858242993003_50550258410"", ""2721142617119628502_50550258410"", ""2721808602818200518_50550258410"", ""2722324547008095319_50550258410"", ""2722350105058147622_50550258410"", ""2723152233811462383_50550258410"", ""2723338845081047910_50550258410"", ""2723931534035228247_50550258410"", ""2724493019301882984_50550258410"", ""2724972768274986856_50550258410"", ""2725270743846738871_50550258410"", ""2725376521707740857_50550258410"", ""2725379507104265059_50550258410"", ""2726994845797527639_50550258410"", ""2727471700758675623_50550258410""]",19,"[""2723931534035228247_50550258410"", ""2724493019301882984_50550258410"", ""2724972768274986856_50550258410"", ""2725270743846738871_50550258410"", ""2725376521707740857_50550258410"", ""2725379507104265059_50550258410"", ""2726994845797527639_50550258410"", ""2727471700758675623_50550258410""]",8,0,0,14d_plus_prev_context
w_000015,depression_494,train,1,positive_14d,2021-12-04 08:04:11+00:00,2021-12-18 08:04:11+00:00,17,9,0.7202790320359995,"[""2721138858242993003_50550258410"", ""2721142617119628502_50550258410"", ""2721808602818200518_50550258410"", ""2722324547008095319_50550258410"", ""2722350105058147622_50550258410"", ""2723152233811462383_50550258410"", ""2723338845081047910_50550258410"", ""2723931534035228247_50550258410"", ""2724493019301882984_50550258410"", ""2724972768274986856_50550258410"", ""2725270743846738871_50550258410"", ""2725376521707740857_50550258410"", ""2725379507104265059_50550258410"", ""2726994845797527639_50550258410"", ""2727471700758675623_50550258410"", ""2729882161570565484_50550258410"", ""2730611005038409689_50550258410""]",17,"[""2724972768274986856_50550258410"", ""2725270743846738871_50550258410"", ""2725376521707740857_50550258410"", ""2725379507104265059_50550258410"", ""2726994845797527639_50550258410"", ""2727471700758675623_50550258410"", ""2729882161570565484_50550258410"", ""2730611005038409689_50550258410""]",8,0,0,14d_plus_prev_context
w_000016,depression_meem,val,1,positive_14d,2022-02-20 09:53:12+00:00,2022-03-06 09:53:12+00:00,13,6,0.8118323919076759,"[""2777726228679667531_52085543777"", ""2777730127067245762_52085543777"", ""2778386454374452635_52085543777"", ""2779162161580941214_52085543777"", ""2779984706857317727_52085543777"", ""2780510426608024437_52085543777"", ""2781330103743595433_52085543777"", ""2782186044596847405_52085543777"", ""2782830990802724608_52085543777"", ""2783815572100249290_52085543777"", ""2785026656216008245_52085543777"", ""2786523159942063908_52085543777"", ""2787130875559477729_52085543777""]",13,"[""2780510426608024437_52085543777"", ""2781330103743595433_52085543777"", ""2782186044596847405_52085543777"", ""2782830990802724608_52085543777"", ""2783815572100249290_52085543777"", ""2785026656216008245_52085543777"", ""2786523159942063908_52085543777"", ""2787130875559477729_52085543777""]",8,0,0,14d_plus_prev_context
w_000017,depression_meem,val,1,positive_14d,2022-02-23 12:40:23+00:00,2022-03-09 12:40:23+00:00,10,4,0.8646935224533081,"[""2779984706857317727_52085543777"", ""2780510426608024437_52085543777"", ""2781330103743595433_52085543777"", ""2782186044596847405_52085543777"", ""2782830990802724608_52085543777"", ""2783815572100249290_52085543777"", ""2785026656216008245_52085543777"", ""2786523159942063908_52085543777"", ""2787130875559477729_52085543777"", ""2789442061279200856_52085543777""]",10,"[""2781330103743595433_52085543777"", ""2782186044596847405_52085543777"", ""2782830990802724608_52085543777"", ""2783815572100249290_52085543777"", ""2785026656216008245_52085543777"", ""2786523159942063908_52085543777"", ""2787130875559477729_52085543777"", ""2789442061279200856_52085543777""]",8,0,0,14d_plus_prev_context
w_000018,depression_meem,val,1,positive_14d,2022-02-26 13:34:03+00:00,2022-03-12 13:34:03+00:00,9,4,0.7991752756966485,"[""2782186044596847405_52085543777"", ""2782830990802724608_52085543777"", ""2783815572100249290_52085543777"", ""2785026656216008245_52085543777"", ""2786523159942063908_52085543777"", ""2787130875559477729_52085543777"", ""2789442061279200856_52085543777"", ""2790140968816840837_52085543777"", ""2791528193534125944_52085543777""]",9,"[""2782830990802724608_52085543777"", ""2783815572100249290_52085543777"", ""2785026656216008245_52085543777"", ""2786523159942063908_52085543777"", ""2787130875559477729_52085543777"", ""2789442061279200856_52085543777"", ""2790140968816840837_52085543777"", ""2791528193534125944_52085543777""]",8,0,0,14d_plus_prev_context
w_000019,depression_no_heart,val,1,positive_14d,2021-01-01 08:24:17+00:00,2021-01-15 08:24:17+00:00,3,3,0.9999999602635702,"[""2476899553171132592_2715032068"", ""2481519892064650532_2715032068"", ""2485983359995842923_2715032068""]",3,"[""2476899553171132592_2715032068"", ""2481519892064650532_2715032068"", ""2485983359995842923_2715032068""]",3,0,5,14d_plus_prev_context
w_000020,depression_no_heart,val,1,positive_14d,2021-01-07 17:24:05+00:00,2021-01-21 17:24:05+00:00,3,2,0.6666666671051766,"[""2481519892064650532_2715032068"", ""2485983359995842923_2715032068"", ""2491455547368689817_2715032068""]",3,"[""2476899553171132592_2715032068"", ""2481519892064650532_2715032068"", ""2485983359995842923_2715032068"", ""2491455547368689817_2715032068""]",4,1,4,14d_plus_prev_context
w_000021,depression_no_heart,val,1,positive_14d,2021-02-22 15:34:20+00:00,2021-03-08 15:34:20+00:00,4,4,0.9995610117912292,"[""2514804340952469250_2715032068"", ""2518196243677047591_2715032068"", ""2522627909967269667_2715032068"", ""2523670123065499009_2715032068""]",4,"[""2476899553171132592_2715032068"", ""2481519892064650532_2715032068"", ""2485983359995842923_2715032068"", ""2491455547368689817_2715032068"", ""2514804340952469250_2715032068"", ""2518196243677047591_2715032068"", ""2522627909967269667_2715032068"", ""2523670123065499009_2715032068""]",8,4,0,14d_plus_prev_context
w_000022,depressy.trouble,test,1,positive_14d,2021-01-03 09:00:03+00:00,2021-01-17 09:00:03+00:00,7,4,0.7317478827067784,"[""2478367105882990180_32694407385"", ""2479091919094511743_32694407385"", ""2480541440332582620_32694407385"", ""2481990998640122778_32694407385"", ""2484165313158495322_32694407385"", ""2485614899425372051_32694407385"", ""2487064415118617236_32694407385""]",7,"[""2478367105882990180_32694407385"", ""2479091919094511743_32694407385"", ""2480541440332582620_32694407385"", ""2481990998640122778_32694407385"", ""2484165313158495322_32694407385"", ""2485614899425372051_32694407385"", ""2487064415118617236_32694407385""]",7,0,1,14d_plus_prev_context
w_000023,depressy.trouble,test,1,positive_14d,2021-01-04 09:00:08+00:00,2021-01-18 09:00:08+00:00,7,4,0.7315375804901123,"[""2479091919094511743_32694407385"", ""2480541440332582620_32694407385"", ""2481990998640122778_32694407385"", ""2484165313158495322_32694407385"", ""2485614899425372051_32694407385"", ""2487064415118617236_32694407385"", ""2489238757973777370_32694407385""]",7,"[""2478367105882990180_32694407385"", ""2479091919094511743_32694407385"", ""2480541440332582620_32694407385"", ""2481990998640122778_32694407385"", ""2484165313158495322_32694407385"", ""2485614899425372051_32694407385"", ""2487064415118617236_32694407385"", ""2489238757973777370_32694407385""]",8,1,0,14d_plus_prev_context
w_000024,depressy.trouble,test,1,positive_14d,2021-01-08 09:00:05+00:00,2021-01-22 09:00:05+00:00,6,5,0.9105636874834696,"[""2481990998640122778_32694407385"", ""2484165313158495322_32694407385"", ""2485614899425372051_32694407385"", ""2487064415118617236_32694407385"", ""2489238757973777370_32694407385"", ""2490688290998140744_32694407385""]",6,"[""2479091919094511743_32694407385"", ""2480541440332582620_32694407385"", ""2481990998640122778_32694407385"", ""2484165313158495322_32694407385"", ""2485614899425372051_32694407385"", ""2487064415118617236_32694407385"", ""2489238757973777370_32694407385"", ""2490688290998140744_32694407385""]",8,2,0,14d_plus_prev_context
w_000025,dreamqueen_poem,train,1,positive_14d,2024-06-05 10:16:53+00:00,2024-06-19 10:16:53+00:00,5,4,0.7940199082542676,"[""3383650666046864320_64778799978"", ""3385242161984069578_64778799978"", ""3387155117944621971_64778799978"", ""3390206083581460183_64778799978"", ""3393137906540110340_64778799978""]",5,"[""3377042682524995632_64778799978"", ""3378619695187521208_64778799978"", ""3380942461298597573_64778799978"", ""3383650666046864320_64778799978"", ""3385242161984069578_64778799978"", ""3387155117944621971_64778799978"", ""3390206083581460183_64778799978"", ""3393137906540110340_64778799978""]",8,3,0,14d_plus_prev_context
w_000026,dreamqueen_poem,train,1,positive_14d,2024-06-10 06:19:36+00:00,2024-06-24 06:19:36+00:00,4,3,0.7424512747626295,"[""3387155117944621971_64778799978"", ""3390206083581460183_64778799978"", ""3393137906540110340_64778799978"", ""3395389851929716739_64778799978""]",4,"[""3378619695187521208_64778799978"", ""3380942461298597573_64778799978"", ""3383650666046864320_64778799978"", ""3385242161984069578_64778799978"", ""3387155117944621971_64778799978"", ""3390206083581460183_64778799978"", ""3393137906540110340_64778799978"", ""3395389851929716739_64778799978""]",8,4,0,14d_plus_prev_context
w_000027,dreamqueen_poem,train,1,positive_14d,2024-06-14 11:21:20+00:00,2024-06-28 11:21:20+00:00,5,4,0.7939665749629967,"[""3390206083581460183_64778799978"", ""3393137906540110340_64778799978"", ""3395389851929716739_64778799978"", ""3398143810201286499_64778799978"", ""3399695185917926798_64778799978""]",5,"[""3383650666046864320_64778799978"", ""3385242161984069578_64778799978"", ""3387155117944621971_64778799978"", ""3390206083581460183_64778799978"", ""3393137906540110340_64778799978"", ""3395389851929716739_64778799978"", ""3398143810201286499_64778799978"", ""3399695185917926798_64778799978""]",8,3,0,14d_plus_prev_context
w_000028,drownedep,train,1,positive_14d,2024-07-06 18:25:09+00:00,2024-07-20 18:25:09+00:00,3,2,0.6625805455842055,"[""3406364467305911530_60654141454"", ""3407750624573038515_60654141454"", ""3409085282346742355_60654141454""]",3,"[""3327695012556779893_60654141454"", ""3333038925589107073_60654141454"", ""3340136149917817277_60654141454"", ""3362120756401730249_60654141454"", ""3392462949477567294_60654141454"", ""3406364467305911530_60654141454"", ""3407750624573038515_60654141454"", ""3409085282346742355_60654141454""]",8,5,0,14d_plus_prev_context
w_000029,drownedep,train,1,positive_14d,2024-07-28 06:34:00+00:00,2024-08-11 06:34:00+00:00,6,4,0.6700394539814022,"[""3421951593536000327_60654141454"", ""3424754546202173989_60654141454"", ""3427890755690728445_60654141454"", ""3428527163015142972_60654141454"", ""3429051464646490871_60654141454"", ""3429753223186520190_60654141454""]",6,"[""3409085282346742355_60654141454"", ""3417784928791358813_60654141454"", ""3421951593536000327_60654141454"", ""3424754546202173989_60654141454"", ""3427890755690728445_60654141454"", ""3428527163015142972_60654141454"", ""3429051464646490871_60654141454"", ""3429753223186520190_60654141454""]",8,2,0,14d_plus_prev_context
w_000030,drownedep,train,1,positive_14d,2024-08-06 08:18:29+00:00,2024-08-20 08:18:29+00:00,10,6,0.6450797626646818,"[""3428527163015142972_60654141454"", ""3429051464646490871_60654141454"", ""3429753223186520190_60654141454"", ""3433732239560189284_60654141454"", ""3433763029257850372_60654141454"", ""3435199338161700709_60654141454"", ""3435592983599823943_60654141454"", ""3436055233464855367_60654141454"", ""3437231317623342374_60654141454"", ""3437997378937428140_60654141454""]",10,"[""3429753223186520190_60654141454"", ""3433732239560189284_60654141454"", ""3433763029257850372_60654141454"", ""3435199338161700709_60654141454"", ""3435592983599823943_60654141454"", ""3436055233464855367_60654141454"", ""3437231317623342374_60654141454"", ""3437997378937428140_60654141454""]",8,0,0,14d_plus_prev_context
w_000031,eileen.ginsui,val,1,positive_14d,2021-09-15 16:01:18+00:00,2021-09-29 16:01:18+00:00,3,2,0.6661364745426303,"[""2663396938031628799_39424223371"", ""2665957036914397484_39424223371"", ""2671212106962715177_39424223371""]",3,"[""2642395652419873795_39424223371"", ""2645903759831254225_39424223371"", ""2651007913581039674_39424223371"", ""2653121015646649224_39424223371"", ""2658229047454035393_39424223371"", ""2663396938031628799_39424223371"", ""2665957036914397484_39424223371"", ""2671212106962715177_39424223371""]",8,5,0,14d_plus_prev_context
w_000032,eileen.ginsui,val,1,positive_14d,2021-10-16 07:30:28+00:00,2021-10-30 07:30:28+00:00,3,2,0.6666572093971511,"[""2685607871810226752_39424223371"", ""2694487996194676531_39424223371"", ""2695625751956195085_39424223371""]",3,"[""2665957036914397484_39424223371"", ""2671212106962715177_39424223371"", ""2674286069168975256_39424223371"", ""2674894824850421929_39424223371"", ""2677821412848098603_39424223371"", ""2685607871810226752_39424223371"", ""2694487996194676531_39424223371"", ""2695625751956195085_39424223371""]",8,5,0,14d_plus_prev_context
w_000033,eileen.ginsui,val,1,positive_14d,2022-02-09 20:10:17+00:00,2022-02-23 20:10:17+00:00,3,2,0.6585114388726652,"[""2770064289015069145_39424223371"", ""2775266753649613592_39424223371"", ""2777749017683983219_39424223371""]",3,"[""2763072300621112569_39424223371"", ""2763877154641718340_39424223371"", ""2765191312545003746_39424223371"", ""2768414544269958495_39424223371"", ""2769514200869735621_39424223371"", ""2770064289015069145_39424223371"", ""2775266753649613592_39424223371"", ""2777749017683983219_39424223371""]",8,5,0,14d_plus_prev_context
w_000034,ethanliu.tw,train,1,positive_14d,2025-02-25 15:19:41+00:00,2025-03-11 15:19:41+00:00,3,2,0.6656887580871711,"[""3575868632972467510_1554715029"", ""3583103427007906853_1554715029"", ""3584530739876155571_1554715029""]",3,"[""3548963568433511722_1554715029"", ""3554587805844432181_1554715029"", ""3567702590689464717_1554715029"", ""3572186914151395946_1554715029"", ""3572721576275625918_1554715029"", ""3575868632972467510_1554715029"", ""3583103427007906853_1554715029"", ""3584530739876155571_1554715029""]",8,5,0,14d_plus_prev_context
w_000035,fallstar_0022,train,1,positive_14d,2021-01-19 17:08:10+00:00,2021-02-02 17:08:10+00:00,3,3,0.9999924103418986,"[""2490209190188159575_44065020757"", ""2496727458050802918_44065020757"", ""2500234035252816370_44065020757""]",3,"[""2480742943771967271_44065020757"", ""2490209190188159575_44065020757"", ""2496727458050802918_44065020757"", ""2500234035252816370_44065020757""]",4,1,4,14d_plus_prev_context
w_000036,fallstar_0022,train,1,positive_14d,2021-05-13 14:27:34+00:00,2021-05-27 14:27:34+00:00,3,3,0.9994141260782876,"[""2572752790364746564_44065020757"", ""2575672629357989500_44065020757"", ""2580704890688353116_44065020757""]",3,"[""2536211759943266099_44065020757"", ""2546589877795193997_44065020757"", ""2547998721238780479_44065020757"", ""2556855647833802443_44065020757"", ""2559619854677540514_44065020757"", ""2572752790364746564_44065020757"", ""2575672629357989500_44065020757"", ""2580704890688353116_44065020757""]",8,5,0,14d_plus_prev_context
w_000037,fallstar_0022,train,1,positive_14d,2021-05-17 15:08:45+00:00,2021-05-31 15:08:45+00:00,3,3,0.9996705452601116,"[""2575672629357989500_44065020757"", ""2580704890688353116_44065020757"", ""2584922097173514152_44065020757""]",3,"[""2546589877795193997_44065020757"", ""2547998721238780479_44065020757"", ""2556855647833802443_44065020757"", ""2559619854677540514_44065020757"", ""2572752790364746564_44065020757"", ""2575672629357989500_44065020757"", ""2580704890688353116_44065020757"", ""2584922097173514152_44065020757""]",8,5,0,14d_plus_prev_context
w_000038,hanburger_itjan,train,1,positive_14d,2023-11-26 14:34:03+00:00,2023-12-10 14:34:03+00:00,3,2,0.6666666666914961,"[""3244623161652188490_32916940931"", ""3249685563418688362_32916940931"", ""3253732512165963416_32916940931""]",3,"[""3193586454562889431_32916940931"", ""3206137381422388665_32916940931"", ""3214116328470856368_32916940931"", ""3233696838419241534_32916940931"", ""3238513118477363162_32916940931"", ""3244623161652188490_32916940931"", ""3249685563418688362_32916940931"", ""3253732512165963416_32916940931""]",8,5,0,14d_plus_prev_context
w_000039,hanburger_itjan,train,1,positive_14d,2023-12-03 14:12:09+00:00,2023-12-17 14:12:09+00:00,3,2,0.6666652361800215,"[""3249685563418688362_32916940931"", ""3253732512165963416_32916940931"", ""3258860817856644514_32916940931""]",3,"[""3206137381422388665_32916940931"", ""3214116328470856368_32916940931"", ""3233696838419241534_32916940931"", ""3238513118477363162_32916940931"", ""3244623161652188490_32916940931"", ""3249685563418688362_32916940931"", ""3253732512165963416_32916940931"", ""3258860817856644514_32916940931""]",8,5,0,14d_plus_prev_context
w_000040,hanburger_itjan,train,1,positive_14d,2024-03-13 08:21:33+00:00,2024-03-27 08:21:33+00:00,4,3,0.750000000077578,"[""3322711455862136801_32916940931"", ""3324774575480924055_32916940931"", ""3327883524795223414_32916940931"", ""3329861140196366573_32916940931""]",4,"[""3312459812449111907_32916940931"", ""3314607008980331741_32916940931"", ""3317688619007386161_32916940931"", ""3319677947808038909_32916940931"", ""3322711455862136801_32916940931"", ""3324774575480924055_32916940931"", ""3327883524795223414_32916940931"", ""3329861140196366573_32916940931""]",8,4,0,14d_plus_prev_context
w_000041,healing.matters_,train,1,positive_14d,2025-02-04 17:01:41+00:00,2025-02-18 17:01:41+00:00,4,2,0.6787740239851701,"[""3560699681130827065_69548154290"", ""3562115869362668481_69548154290"", ""3565007538330611691_69548154290"", ""3568472139549621051_69548154290""]",4,"[""3554053278700909708_69548154290"", ""3555472677083166660_69548154290"", ""3556074231294457306_69548154290"", ""3557036978159949270_69548154290"", ""3560699681130827065_69548154290"", ""3562115869362668481_69548154290"", ""3565007538330611691_69548154290"", ""3568472139549621051_69548154290""]",8,4,0,14d_plus_prev_context
w_000042,healing.matters_,train,1,positive_14d,2025-02-06 15:55:23+00:00,2025-02-20 15:55:23+00:00,3,2,0.6659507684380515,"[""3562115869362668481_69548154290"", ""3565007538330611691_69548154290"", ""3568472139549621051_69548154290""]",3,"[""3554053278700909708_69548154290"", ""3555472677083166660_69548154290"", ""3556074231294457306_69548154290"", ""3557036978159949270_69548154290"", ""3560699681130827065_69548154290"", ""3562115869362668481_69548154290"", ""3565007538330611691_69548154290"", ""3568472139549621051_69548154290""]",8,5,0,14d_plus_prev_context
w_000043,healing.matters_,train,1,positive_14d,2025-02-15 10:24:10+00:00,2025-03-01 10:24:10+00:00,3,2,0.6665217177554345,"[""3568472139549621051_69548154290"", ""3577378608289152750_69548154290"", ""3578124805379196814_69548154290""]",3,"[""3556074231294457306_69548154290"", ""3557036978159949270_69548154290"", ""3560699681130827065_69548154290"", ""3562115869362668481_69548154290"", ""3565007538330611691_69548154290"", ""3568472139549621051_69548154290"", ""3577378608289152750_69548154290"", ""3578124805379196814_69548154290""]",8,5,0,14d_plus_prev_context
