fold,author,label,multimodal_probability,text_probability,delta_p,abs_delta_p,mean_similarity,median_similarity,sd_similarity,similarity_iqr,min_similarity,max_similarity,high_alignment_ratio,low_alignment_ratio,valid_post_count,text_valid_count,image_valid_count,text_valid_ratio,image_valid_ratio,padding_amount
0,jin4nok6._,1,0.957003450160152,0.923719820451604,0.033283629708548,0.033283629708548,0.2758641520142555,0.2776729464530945,0.0192397508714308,0.014434404671192114,0.2210197001695633,0.3076412677764892,0.22,0.06,50.0,50,50,0.78125,0.78125,14.0
0,starmood_life,1,0.4201906688509631,0.3830978491737335,0.0370928196772296,0.0370928196772296,0.2883237281015941,0.2876089364290237,0.004858586371728,0.008573919534683228,0.2814431488513946,0.2951538562774658,0.5,0.0,14.0,14,64,0.21875,1.0,0.0
0,ethanliu.tw,1,0.248496027230681,0.3560739963140769,-0.1075779690833958,0.1075779690833958,0.2667694992851466,0.2704471498727798,0.0294134215311771,0.047709174454212216,0.1969532221555709,0.3117435276508331,0.296875,0.234375,64.0,64,64,1.0,1.0,0.0
0,sin_ya1010,1,0.9704247594210714,0.9581488526497598,0.0122759067713116,0.0122759067713116,0.2838614981155842,0.2835910469293594,0.0175611889751257,0.016847848892211914,0.240730881690979,0.3570914268493652,0.375,0.0,64.0,64,64,1.0,1.0,0.0
0,sunrise1225,1,0.6038989416136452,0.7508879676697161,-0.1469890260560709,0.1469890260560709,0.2436138328630477,0.2436412572860717,0.0280120558565287,0.04179820418357852,0.191010445356369,0.3106354176998138,0.0625,0.453125,64.0,64,64,1.0,1.0,0.0
0,fish_withu,1,0.799254427597515,0.6761718677419859,0.123082559855529,0.123082559855529,0.2490404744942983,0.2544162273406982,0.0251737587863494,0.04110476374626157,0.2027986943721771,0.3042815327644348,0.047619047619047616,0.3968253968253968,63.0,63,64,0.984375,1.0,0.0
0,xuan_f0116.m0303,1,0.9500747005019304,0.8861050252891073,0.0639696752128231,0.0639696752128231,0.2850018087774515,0.2863698303699493,0.0102426323977441,0.013365000486373901,0.25612673163414,0.3024298846721649,0.375,0.0,64.0,64,64,1.0,1.0,0.0
0,hanburger_itjan,1,0.4056398053403803,0.3492334655896064,0.0564063397507739,0.0564063397507739,0.2962175439233365,0.2943633496761322,0.0171841180179588,0.023318573832511902,0.2611126005649566,0.3361903727054596,0.6956521739130435,0.0,23.0,23,23,0.359375,0.359375,41.0
0,shadoweffect_writing,1,0.9114595376551502,0.8467624745307052,0.064697063124445,0.064697063124445,0.2914190876763314,0.2943875789642334,0.0230385387635422,0.024289578199386597,0.2178748697042465,0.3546053767204284,0.640625,0.046875,64.0,64,64,1.0,1.0,0.0
0,pilikang,1,0.0612388388805221,0.0989518572598413,-0.0377130183793192,0.0377130183793192,0.2493996591917399,0.246118776500225,0.0275290974164376,0.044667597860097885,0.2001790702342987,0.3215214610099792,0.06896551724137931,0.43103448275862066,58.0,58,64,0.90625,1.0,0.0
0,listen_tou,1,0.9483643887276256,0.9319135601933022,0.0164508285343234,0.0164508285343234,0.2842321591451764,0.2849997580051422,0.0130313221446475,0.014120995998382624,0.2596520483493805,0.3267428576946258,0.3125,0.0,64.0,64,64,1.0,1.0,0.0
0,healing.matters_,1,0.469383526268318,0.4248080617934557,0.0445754644748622,0.0445754644748622,0.3174713628832251,0.3200572729110718,0.0403112343248681,0.05573374032974249,0.2052537649869918,0.3920313715934753,0.734375,0.03125,64.0,64,64,1.0,1.0,0.0
0,yearandyear7_,1,0.9233580687080872,0.8075715802030046,0.1157864885050826,0.1157864885050826,0.2650879058055579,0.2729051560163498,0.0264253669117828,0.03224844858050352,0.1802694350481033,0.3036119937896728,0.15625,0.234375,64.0,64,64,1.0,1.0,0.0
0,lazykristy,0,0.04783833957215,0.0969190607732948,-0.0490807212011448,0.0490807212011448,0.2630053260363638,0.2626153826713562,0.0248814173053782,0.02821674197912219,0.2082072049379348,0.3370469212532043,0.171875,0.1875,64.0,64,64,1.0,1.0,0.0
0,mr.w_write_,0,0.0495836858446117,0.0632448717186566,-0.0136611858740448,0.0136611858740448,0.2454670921433717,0.244038350880146,0.0194748446059563,0.028679832816124018,0.2086247056722641,0.2959876358509063,0.015625,0.421875,64.0,64,64,1.0,1.0,0.0
0,liao908,0,0.0599029146386997,0.1290789746599062,-0.0691760600212064,0.0691760600212064,0.2482700506225228,0.2445804625749588,0.0341497723735067,0.043637543916702215,0.1731854379177093,0.3249365091323852,0.15625,0.4375,64.0,64,64,1.0,1.0,0.0
0,eatingouttw,0,0.0351503767542742,0.0480336201936408,-0.0128832434393665,0.0128832434393665,0.2504219180622766,0.245636835694313,0.0335557734695748,0.037483170628547724,0.2020289301872253,0.3472509384155273,0.13953488372093023,0.4418604651162791,43.0,43,43,0.671875,0.671875,21.0
0,ella740302,0,0.041092129337558,0.0541037851454423,-0.0130116558078842,0.0130116558078842,0.2421211847104132,0.2360643520951271,0.0319005178157745,0.042124114930629675,0.1812045276165008,0.3290606141090393,0.078125,0.5625,64.0,64,64,1.0,1.0,0.0
0,914_planet,0,0.190372763860885,0.1538514376850778,0.0365213261758071,0.0365213261758071,0.2277444217067498,0.211616925895214,0.0356178137133164,0.013028468936681803,0.1969193667173385,0.3090787529945373,0.07692307692307693,0.7692307692307693,26.0,26,26,0.40625,0.40625,38.0
0,knowmi_0.0,0,0.90957003699769,0.9241481209272784,-0.0145780839295883,0.0145780839295883,0.2334453678793377,0.2293564826250076,0.0333492480029477,0.03399978578090662,0.1720891594886779,0.3271195888519287,0.09523809523809523,0.6666666666666666,63.0,63,64,0.984375,1.0,0.0
0,lam_word,0,0.908911426246945,0.8154766959896272,0.0934347302573177,0.0934347302573177,0.2706311964429915,0.2710666805505752,0.0099373720929778,0.01354130357503891,0.2329002320766449,0.291394293308258,0.03125,0.015625,64.0,64,64,1.0,1.0,0.0
0,kabi_happy_eat,0,0.0332705054742052,0.0523021185904707,-0.0190316131162655,0.0190316131162655,0.2678929062094539,0.2652492076158523,0.0333163424361166,0.046093150973320035,0.1996455192565918,0.361426830291748,0.28125,0.21875,64.0,64,64,1.0,1.0,0.0
0,birdy_gotowhere,0,0.1359147912836988,0.1468480553068092,-0.0109332640231104,0.0109332640231104,0.2608290326136809,0.2677368968725204,0.0281057300249725,0.0410456545650959,0.1964300274848938,0.3072513937950134,0.19230769230769232,0.2692307692307692,26.0,26,26,0.40625,0.40625,38.0
0,who.loved.by.jesus,0,0.8077420461116196,0.5153789693952825,0.2923630767163371,0.2923630767163371,0.281904013319449,0.2905149012804031,0.0288393896722073,0.027890793979167994,0.1835951656103134,0.3143098950386047,0.5909090909090909,0.045454545454545456,22.0,22,64,0.34375,1.0,0.0
0,gladys.tsai,0,0.0628666715222655,0.1143452968711808,-0.0514786253489153,0.0514786253489153,0.2547301461454481,0.2587458193302154,0.0243880970740826,0.03518418967723849,0.1866634488105774,0.3059963285923004,0.0625,0.3125,64.0,64,64,1.0,1.0,0.0
0,yuehchungsu,0,0.1771258996562111,0.3370570127435545,-0.1599311130873434,0.1599311130873434,0.2678222258885701,0.2669546008110046,0.0421700545737374,0.049356535077095004,0.1629163920879364,0.3622326254844665,0.3333333333333333,0.23076923076923078,39.0,39,64,0.609375,1.0,0.0
0,_lydiawong,0,0.0309001257117858,0.0532571666347895,-0.0223570409230037,0.0223570409230037,0.2755558756180107,0.2730905413627624,0.0384567513883351,0.049616117030382184,0.1924750208854675,0.3570429682731628,0.40625,0.171875,64.0,64,64,1.0,1.0,0.0
0,alichan.o,0,0.5412931948172303,0.4577043611939645,0.0835888336232657,0.0835888336232657,0.2809147238731384,0.2792980074882507,0.0181304574558671,0.018609225749969482,0.2521032094955444,0.3279635906219482,0.2857142857142857,0.0,21.0,21,21,0.328125,0.328125,43.0
0,c_laura_33,0,0.5227844259989362,0.4753359586636117,0.0474484673353244,0.0474484673353244,0.2400800503258194,0.2385668903589248,0.0276845996898063,0.034989070147275925,0.1840607225894928,0.3011099994182586,0.05357142857142857,0.5178571428571429,56.0,56,56,0.875,0.875,8.0
0,taichung.news88,0,0.4020261812865674,0.3509659607545622,0.0510602205320052,0.0510602205320052,0.2972842934541404,0.2962325066328048,0.0195322321695341,0.02236675471067423,0.2506819367408752,0.3445150554180145,0.71875,0.0,64.0,64,64,1.0,1.0,0.0
0,na.to.heart,0,0.8533114233528094,0.7757295375972421,0.0775818857555673,0.0775818857555673,0.2743877798784524,0.2765078097581863,0.0196357182718991,0.03253254294395452,0.2236487865447998,0.3078213930130005,0.328125,0.0625,64.0,64,64,1.0,1.0,0.0
0,photo.dassu_00,0,0.0304290666596468,0.040953511685757,-0.0105244450261101,0.0105244450261101,0.2618467286229133,0.2636532485485077,0.0201238549891323,0.024122007191181183,0.2049392759799957,0.3000668585300445,0.109375,0.140625,64.0,64,64,1.0,1.0,0.0
0,foodie.bongbong,0,0.0280554537414181,0.0374892235372285,-0.0094337697958103,0.0094337697958103,0.2564771585166454,0.2560662776231766,0.0424476359970057,0.0407794378697873,0.1632469147443771,0.3580539226531982,0.1875,0.2916666666666667,48.0,48,49,0.75,0.765625,15.0
0,dorakuo0207,0,0.2599552819056961,0.3808466611327025,-0.1208913792270063,0.1208913792270063,0.2503917463242061,0.2499995529651641,0.0240724941192074,0.03321880102157598,0.1951327174901962,0.2900999188423157,0.031746031746031744,0.3333333333333333,63.0,63,63,0.984375,0.984375,1.0
0,rbin89434,0,0.1194688471998423,0.1489347235027939,-0.0294658763029516,0.0294658763029516,0.2707678037030356,0.2752605080604553,0.0334560935126119,0.037336438894271906,0.1720149219036102,0.3331916928291321,0.30158730158730157,0.19047619047619047,63.0,63,64,0.984375,1.0,0.0
0,iamfinety2.0,0,0.9107314588227756,0.7916053635372965,0.1191260952854791,0.1191260952854791,0.2830741261132061,0.2829651981592178,0.0126335744916639,0.017704613506793976,0.2530758678913116,0.3137165307998657,0.359375,0.0,64.0,64,64,1.0,1.0,0.0
0,dep_tattoos,0,0.658820926033377,0.7478178448308022,-0.0889969187974251,0.0889969187974251,0.2094817226752638,0.2094992101192474,0.0210319487215876,0.0236542038619518,0.1607375741004943,0.2929516136646271,0.015625,0.953125,64.0,64,64,1.0,1.0,0.0
0,am730hk,0,0.1641967711373305,0.2905724398787924,-0.1263756687414619,0.1263756687414619,0.2879199218004942,0.2870193868875503,0.023150087812557,0.027984179556369726,0.2467559874057769,0.3546448349952698,0.46875,0.0,64.0,64,64,1.0,1.0,0.0
0,miem29664,0,0.1446149204345285,0.1580347808888472,-0.0134198604543187,0.0134198604543187,0.2340871237684041,0.2351188957691192,0.0304608116427892,0.0335858538746833,0.1608669459819793,0.3091954588890075,0.0625,0.53125,64.0,64,64,1.0,1.0,0.0
0,hongpeishuo,0,0.0998049224290788,0.1304957588754787,-0.0306908364463999,0.0306908364463999,0.2626885261974837,0.2633207738399505,0.0272157028121942,0.037837028503417997,0.2211112231016159,0.3286947607994079,0.15789473684210525,0.21052631578947367,19.0,19,21,0.296875,0.328125,43.0
0,avjet_film,0,0.0716811816416471,0.1535189158368635,-0.0818377341952164,0.0818377341952164,0.2953103899009644,0.2956534326076507,0.0409420479650844,0.044258251786231995,0.2132756412029266,0.4407515525817871,0.5396825396825397,0.07936507936507936,63.0,63,64,0.984375,1.0,0.0
0,kidbegin,0,0.4798237255420088,0.3945196144998129,0.0853041110421959,0.0853041110421959,0.2763564903289079,0.2797175198793411,0.0203434242582148,0.015490613877773285,0.2076124548912048,0.3222816586494446,0.234375,0.0625,64.0,64,64,1.0,1.0,0.0
0,daidaimeme.pdf,0,0.0483580424829369,0.0756643411547079,-0.0273062986717709,0.0273062986717709,0.2958194359671324,0.2997136265039444,0.0198466250999102,0.01978925615549093,0.2316737920045852,0.330100417137146,0.75,0.03125,64.0,64,64,1.0,1.0,0.0
0,youfat_tw,0,0.0612001161540467,0.0853318484522951,-0.0241317322982484,0.0241317322982484,0.2791060421150177,0.2832269519567489,0.0265025261970806,0.026166118681430817,0.1679239273071289,0.3256860375404358,0.4375,0.03125,64.0,64,64,1.0,1.0,0.0
0,elefanths,0,0.057778970444732,0.0884738931320187,-0.0306949226872867,0.0306949226872867,0.2380025757754102,0.2275778949260711,0.0427511704010729,0.059406556189060294,0.1646092385053634,0.3705513477325439,0.1276595744680851,0.6382978723404256,47.0,47,64,0.734375,1.0,0.0
1,daily70120,1,0.8591360508890736,0.8591532324065981,-1.7181517524500478e-05,1.7181517524500478e-05,0.2567495638504624,0.2725438177585602,0.0383784507343715,0.06337614357471469,0.1623783707618713,0.3133111596107483,0.203125,0.328125,64.0,64,64,1.0,1.0,0.0
1,lou__y,1,0.6281522487794025,0.674463564875198,-0.0463113160957955,0.0463113160957955,0.2743083459790796,0.2768903225660324,0.0288358536876849,0.03310856968164444,0.2027507275342941,0.3457700610160827,0.296875,0.125,64.0,64,64,1.0,1.0,0.0
1,vesper_615,1,0.9296380019850896,0.9267669412936654,0.0028710606914241,0.0028710606914241,0.2809176207520067,0.2806403785943985,0.0132567214570317,0.012244649231433924,0.2200471758842468,0.3092818856239319,0.234375,0.015625,64.0,64,64,1.0,1.0,0.0
1,dailypaintingshare,1,0.9231745997271532,0.9087968158987556,0.0143777838283976,0.0143777838283976,0.2970347046852112,0.294727474451065,0.0209603892138592,0.016182541847229004,0.2497324645519256,0.3779520094394684,0.6666666666666666,0.0,30.0,30,30,0.46875,0.46875,34.0
1,suzannebirds,1,0.1396825872602134,0.1450626046810482,-0.0053800174208347,0.0053800174208347,0.2525819694454019,0.2542189657688141,0.0308471587530456,0.0339619517326355,0.1802865117788314,0.3614741563796997,0.10909090909090909,0.34545454545454546,55.0,55,64,0.859375,1.0,0.0
1,haitaibear,1,0.7064523772356951,0.6676974387171035,0.0387549385185915,0.0387549385185915,0.2757109573576599,0.2799060493707657,0.0262645867238723,0.03321066498756409,0.2057006359100341,0.3178861439228058,0.375,0.125,64.0,64,64,1.0,1.0,0.0
1,lovesky_0166,1,0.8419786537298468,0.8567142372169492,-0.0147355834871023,0.0147355834871023,0.2870318652130663,0.28692826628685,0.0145952742638053,0.012163221836090032,0.2544742524623871,0.3730743527412414,0.421875,0.0,64.0,64,64,1.0,1.0,0.0
1,yondu1994,1,0.6603942277263066,0.6110683161737553,0.0493259115525512,0.0493259115525512,0.2444682034753984,0.2459696754813194,0.0251386317370099,0.025356337428092984,0.1616503894329071,0.3199551701545715,0.03225806451612903,0.45161290322580644,62.0,62,64,0.96875,1.0,0.0
1,talkheart_1999,1,0.2734371015927913,0.2926800748755032,-0.0192429732827119,0.0192429732827119,0.2434198217732565,0.2357658743858337,0.0244707081599904,0.027711361646652166,0.2166820019483566,0.2917479276657104,0.047619047619047616,0.6190476190476191,21.0,21,21,0.328125,0.328125,43.0
1,zhuangcaiyu_,1,0.1469349832548388,0.1876060251483166,-0.0406710418934777,0.0406710418934777,0.247281291311787,0.24422487616539,0.0267833054331036,0.032171949744224604,0.1693578660488128,0.2913084030151367,0.03225806451612903,0.3548387096774194,31.0,31,34,0.484375,0.53125,30.0
1,lazychoisum,1,0.720807605785608,0.7160969870811362,0.0047106187044717,0.0047106187044717,0.2858055753167718,0.285656526684761,0.0199886556914963,0.01897118240594864,0.2296261042356491,0.3389969766139984,0.3125,0.015625,64.0,64,64,1.0,1.0,0.0
1,matcha_growth,1,0.8591522514771114,0.8728849261355727,-0.0137326746584612,0.0137326746584612,0.2817874995525926,0.2825500220060348,0.025787739712532,0.0235012024641037,0.189056321978569,0.345711886882782,0.359375,0.046875,64.0,64,64,1.0,1.0,0.0
1,mu._.studaily,1,0.4224196611697065,0.2034190969661398,0.2190005642035666,0.2190005642035666,0.2547903936060648,0.2570335268974304,0.0250647654510313,0.0333406925201416,0.1902345716953277,0.3047525882720947,0.06349206349206349,0.2857142857142857,63.0,63,64,0.984375,1.0,0.0
1,trojan_li,1,0.1301046993092777,0.2089137309228748,-0.078809031613597,0.078809031613597,0.2286637957606996,0.2268703728914261,0.0302260304520665,0.03863038122653961,0.1712531745433807,0.3278697729110718,0.015873015873015872,0.6825396825396826,63.0,63,64,0.984375,1.0,0.0
1,vita_1021,1,0.3651306061549038,0.3574293138718871,0.0077012922830166,0.0077012922830166,0.2382476921193301,0.2386504709720611,0.0260509648303911,0.028197892010212,0.1792889088392257,0.2988695502281189,0.046875,0.515625,64.0,64,64,1.0,1.0,0.0
1,no_live_www,1,0.5968781140861722,0.5691486728186319,0.0277294412675402,0.0277294412675402,0.2858970323577523,0.286872997879982,0.0120951955081146,0.01687342673540121,0.2534893751144409,0.3093592524528503,0.421875,0.0,64.0,64,64,1.0,1.0,0.0
1,allison220.wonderland,1,0.7815173744923498,0.7754765836501543,0.0060407908421955,0.0060407908421955,0.2479869490489363,0.2515715360641479,0.037215077925141,0.056823346763849286,0.1861496269702911,0.3072236776351928,0.21875,0.4375,32.0,32,32,0.5,0.5,32.0
1,depression_494,1,0.4012430284523118,0.5288434336621156,-0.1276004052098038,0.1276004052098038,0.2859973013401031,0.2838178873062134,0.0128683813522276,0.012729212641716003,0.274357795715332,0.299816220998764,0.3333333333333333,0.0,3.0,3,64,0.046875,1.0,0.0
1,hug_molly.tw,1,0.6774131407218204,0.6739656062702066,0.0034475344516137,0.0034475344516137,0.2698466922297622,0.2752375602722168,0.0291337888823941,0.03602823615074158,0.1999169588088989,0.3224907219409942,0.2727272727272727,0.12121212121212122,33.0,33,33,0.515625,0.515625,31.0
1,fifikuoartist,1,0.8073000789287106,0.7641821837546319,0.0431178951740787,0.0431178951740787,0.2605850810096377,0.2567509710788727,0.0354217629417546,0.04245129227638239,0.2026536464691162,0.3865019679069519,0.12698412698412698,0.2857142857142857,63.0,63,64,0.984375,1.0,0.0
1,yy20000315,1,0.1986366005977136,0.1901471986057723,0.0084894019919412,0.0084894019919412,0.2712890487164259,0.2734556347131729,0.0258207151548041,0.035082362592220306,0.176917165517807,0.3189806938171386,0.28125,0.09375,64.0,64,64,1.0,1.0,0.0
1,annielo0205,1,0.204619393324618,0.2325400889537374,-0.0279206956291193,0.0279206956291193,0.2539306476948753,0.2580989301204681,0.0300723843642721,0.03750535100698471,0.175131693482399,0.3093451261520386,0.15873015873015872,0.30158730158730157,63.0,63,64,0.984375,1.0,0.0
1,poem_nekoya,1,0.9117434445856644,0.899351645230845,0.0123917993548193,0.0123917993548193,0.2827905692318652,0.2838360071182251,0.0150642391879494,0.017219036817550715,0.2309102863073349,0.3129284083843231,0.3829787234042553,0.02127659574468085,47.0,47,47,0.734375,0.734375,17.0
1,bobi_chips,1,0.8962425715852042,0.8970693476420136,-0.0008267760568094,0.0008267760568094,0.2628632551059127,0.2664902359247207,0.0172947390799917,0.020031161606311798,0.2103863805532455,0.2997731864452362,0.03125,0.109375,64.0,64,64,1.0,1.0,0.0
1,medicine_die._,1,0.867846516274332,0.8144092149004635,0.0534373013738684,0.0534373013738684,0.2818347702268511,0.2822913974523544,0.0146510324775071,0.01686516404151911,0.2322580963373184,0.3191844820976257,0.328125,0.015625,64.0,64,64,1.0,1.0,0.0
1,linight.yn,1,0.9156130830194744,0.9233752599083334,-0.0077621768888589,0.0077621768888589,0.2642607248964764,0.2640418708324432,0.0308735157242221,0.039590731263160706,0.2291707098484039,0.3542210459709167,0.19047619047619047,0.19047619047619047,21.0,21,21,0.328125,0.328125,43.0
1,____zy.shihyun,0,0.4185708546736072,0.3811819980812809,0.0373888565923263,0.0373888565923263,0.2439515602881791,0.2435696125030517,0.0280319658449008,0.03710730373859408,0.1704607158899307,0.3000351190567016,0.08196721311475409,0.45901639344262296,61.0,61,61,0.953125,0.953125,3.0
1,vickyweiskin,0,0.4807443196132419,0.5977968425113646,-0.1170525228981226,0.1170525228981226,0.2701279367246325,0.2757879197597503,0.0355052873812311,0.04415643215179449,0.160512238740921,0.328085333108902,0.31746031746031744,0.1746031746031746,63.0,63,64,0.984375,1.0,0.0
1,jie__rou__comic,0,0.3678870093191569,0.2949090959483339,0.0729779133708229,0.0729779133708229,0.2419963509310037,0.2398577481508255,0.0312649763572516,0.040392577648162814,0.1771080195903778,0.320035845041275,0.09375,0.5,64.0,64,64,1.0,1.0,0.0
1,yzu_ebba,0,0.1637100254805924,0.2650614701582471,-0.1013514446776547,0.1013514446776547,0.2529894431700578,0.2530243992805481,0.0236985717426866,0.027225852012634305,0.1939518302679062,0.3131726682186126,0.08108108108108109,0.2702702702702703,37.0,37,46,0.578125,0.71875,18.0
1,a_three_people,0,0.1323092991372745,0.1013153995810299,0.0309938995562445,0.0309938995562445,0.2312884209677577,0.2256297990679741,0.0246088113544696,0.02461755275726321,0.1938931345939636,0.3069010078907013,0.03125,0.765625,64.0,64,64,1.0,1.0,0.0
1,sh_tree_,0,0.2586776252142139,0.1695028551008537,0.0891747701133602,0.0891747701133602,0.2232485125924265,0.2198574841022491,0.0207675427883896,0.026378564536571503,0.1813621073961258,0.2839514911174774,0.0,0.7906976744186046,43.0,43,45,0.671875,0.703125,19.0
1,yukyukyukee,0,0.0931623720034947,0.1116497920232049,-0.0184874200197101,0.0184874200197101,0.2529547770973295,0.2496760413050651,0.0358760534844025,0.04667496681213379,0.1835240125656128,0.3566208481788635,0.1875,0.359375,64.0,64,64,1.0,1.0,0.0
1,yeye_dietitian,0,0.1064646869944084,0.0429612069990029,0.0635034799954055,0.0635034799954055,0.2890198086388409,0.2861585170030594,0.0273856531847225,0.039033867418765966,0.2365664541721344,0.3593361377716064,0.453125,0.03125,64.0,64,64,1.0,1.0,0.0
1,yisin._.1201,0,0.1080397516637286,0.0913661683502822,0.0166735833134464,0.0166735833134464,0.253507776338546,0.2520416676998138,0.0346365167739939,0.045302718877792386,0.191720426082611,0.3408314287662506,0.13114754098360656,0.39344262295081966,61.0,61,64,0.953125,1.0,0.0
1,truelove_goodtv.official,0,0.7561735994550223,0.7027692121857843,0.053404387269238,0.053404387269238,0.2900143493898213,0.2904762327671051,0.0180573288332102,0.017655283212661743,0.2473232895135879,0.348526120185852,0.5625,0.0,64.0,64,64,1.0,1.0,0.0
1,elitesinsider,0,0.8092561941623321,0.8669668372152692,-0.0577106430529371,0.0577106430529371,0.2805764332879334,0.2819496989250183,0.0181467537852254,0.01892095059156418,0.2396138459444046,0.3360371589660644,0.34375,0.015625,64.0,64,64,1.0,1.0,0.0
1,orlando_1218,0,0.0954333845775362,0.1050330165948292,-0.009599632017293,0.009599632017293,0.2389652831923394,0.2311788275837898,0.0315137699006413,0.03794423490762713,0.1770274192094802,0.3296056687831878,0.047619047619047616,0.5476190476190477,42.0,42,44,0.65625,0.6875,20.0
1,voracious.foodie,0,0.1122802670168667,0.1574698386851466,-0.0451895716682799,0.0451895716682799,0.265218413202092,0.2660277932882309,0.0365348433949029,0.04831021651625633,0.1586476564407348,0.3525920808315277,0.28125,0.25,64.0,64,64,1.0,1.0,0.0
1,cosplaykelly25,0,0.1734978171297628,0.1720273377510938,0.001470479378669,0.001470479378669,0.2423356506845046,0.2406444028019905,0.0259212445430047,0.03477425500750539,0.178265169262886,0.3079135417938232,0.017241379310344827,0.4827586206896552,58.0,58,61,0.90625,0.953125,3.0
1,ashton.p1010,0,0.1009159321030586,0.0862762326220299,0.0146396994810287,0.0146396994810287,0.2425404367347558,0.2425878420472145,0.0254711760192703,0.029349349439144107,0.1811732351779937,0.3109727501869201,0.05,0.48333333333333334,60.0,60,60,0.9375,0.9375,4.0
1,frog_egghead,0,0.0952831001471766,0.0523546490946451,0.0429284510525315,0.0429284510525315,0.2530768257565796,0.2524375319480896,0.0200935712116688,0.02678760141134262,0.2071525752544403,0.2920222878456116,0.03125,0.234375,64.0,64,64,1.0,1.0,0.0
1,imika_sumi_garden,0,0.4666727529530796,0.3480332188779853,0.1186395340750943,0.1186395340750943,0.248003285129865,0.2484258115291595,0.0233863930666286,0.03680922091007238,0.1893673837184906,0.2951658368110657,0.044444444444444446,0.37777777777777777,45.0,45,45,0.703125,0.703125,19.0
