experiment,fold,author,label,logit,calibration,threshold_strategy,threshold_selection_split,probability,threshold,prediction,source_file,text_valid_count,image_valid_count,text_valid_ratio,image_valid_ratio,padding_amount,correct,error_type,signed_margin,decision_margin,confidence
bert_clip_w64_fold0,0,jiali0624,1,-0.7556082606315613,none,validation_f1,validation,0.3196005188494282,0.3377087362054896,0,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,60,64,0.9375,1.0,0.0,False,FN,-0.018108217356061385,0.018108217356061385,0.6803994811505718
bert_clip_w64_fold0,0,ll_elara77,1,1.980600357055664,none,validation_f1,validation,0.878745145968819,0.3377087362054896,1,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,64,64,1.0,1.0,0.0,True,TP,0.5410364097633295,0.5410364097633295,0.878745145968819
bert_clip_w64_fold0,0,painwords.yan,1,1.2524516582489014,none,validation_f1,validation,0.7777239664156053,0.3377087362054896,1,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,64,64,1.0,1.0,0.0,True,TP,0.4400152302101157,0.4400152302101157,0.7777239664156053
bert_clip_w64_fold0,0,jin4nok6._,1,3.102687120437622,none,validation_f1,validation,0.957003450160152,0.3377087362054896,1,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,50,50,0.78125,0.78125,14.0,True,TP,0.6192947139546624,0.6192947139546624,0.957003450160152
bert_clip_w64_fold0,0,starmood_life,1,-0.3219907283782959,none,validation_f1,validation,0.4201906688509631,0.3377087362054896,1,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,14,64,0.21875,1.0,0.0,True,TP,0.08248193264547354,0.08248193264547354,0.4201906688509631
bert_clip_w64_fold0,0,ethanliu.tw,1,-1.10664963722229,none,validation_f1,validation,0.248496027230681,0.3377087362054896,0,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,64,64,1.0,1.0,0.0,False,FN,-0.08921270897480857,0.08921270897480857,0.751503972769319
bert_clip_w64_fold0,0,sin_ya1010,1,3.4907963275909424,none,validation_f1,validation,0.9704247594210714,0.3377087362054896,1,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,64,64,1.0,1.0,0.0,True,TP,0.6327160232155818,0.6327160232155818,0.9704247594210714
bert_clip_w64_fold0,0,sunrise1225,1,0.4217374920845032,none,validation_f1,validation,0.6038989416136452,0.3377087362054896,1,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,64,64,1.0,1.0,0.0,True,TP,0.26619020540815563,0.26619020540815563,0.6038989416136452
bert_clip_w64_fold0,0,fish_withu,1,1.3816410303115845,none,validation_f1,validation,0.799254427597515,0.3377087362054896,1,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,63,64,0.984375,1.0,0.0,True,TP,0.4615456913920254,0.4615456913920254,0.799254427597515
bert_clip_w64_fold0,0,xuan_f0116.m0303,1,2.9460127353668213,none,validation_f1,validation,0.9500747005019304,0.3377087362054896,1,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,64,64,1.0,1.0,0.0,True,TP,0.6123659642964409,0.6123659642964409,0.9500747005019304
bert_clip_w64_fold0,0,hanburger_itjan,1,-0.3820199370384216,none,validation_f1,validation,0.4056398053403803,0.3377087362054896,1,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,23,23,0.359375,0.359375,41.0,True,TP,0.06793106913489072,0.06793106913489072,0.4056398053403803
bert_clip_w64_fold0,0,shadoweffect_writing,1,2.331587553024292,none,validation_f1,validation,0.9114595376551502,0.3377087362054896,1,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,64,64,1.0,1.0,0.0,True,TP,0.5737508014496606,0.5737508014496606,0.9114595376551502
bert_clip_w64_fold0,0,pilikang,1,-2.7297794818878174,none,validation_f1,validation,0.0612388388805221,0.3377087362054896,0,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,58,64,0.90625,1.0,0.0,False,FN,-0.27646989732496746,0.27646989732496746,0.9387611611194779
bert_clip_w64_fold0,0,listen_tou,1,2.910527229309082,none,validation_f1,validation,0.9483643887276256,0.3377087362054896,1,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,64,64,1.0,1.0,0.0,True,TP,0.610655652522136,0.610655652522136,0.9483643887276256
bert_clip_w64_fold0,0,healing.matters_,1,-0.1226193010807037,none,validation_f1,validation,0.469383526268318,0.3377087362054896,1,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,64,64,1.0,1.0,0.0,True,TP,0.1316747900628284,0.1316747900628284,0.469383526268318
bert_clip_w64_fold0,0,yearandyear7_,1,2.488872766494751,none,validation_f1,validation,0.9233580687080872,0.3377087362054896,1,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,64,64,1.0,1.0,0.0,True,TP,0.5856493325025977,0.5856493325025977,0.9233580687080872
bert_clip_w64_fold0,0,lazykristy,0,-2.990907430648804,none,validation_f1,validation,0.04783833957215,0.3377087362054896,0,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,64,64,1.0,1.0,0.0,True,TN,-0.2898703966333396,0.2898703966333396,0.95216166042785
bert_clip_w64_fold0,0,mr.w_write_,0,-2.953238248825073,none,validation_f1,validation,0.0495836858446117,0.3377087362054896,0,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,64,64,1.0,1.0,0.0,True,TN,-0.2881250503608779,0.2881250503608779,0.9504163141553883
bert_clip_w64_fold0,0,liao908,0,-2.753257989883423,none,validation_f1,validation,0.0599029146386997,0.3377087362054896,0,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,64,64,1.0,1.0,0.0,True,TN,-0.2778058215667899,0.2778058215667899,0.9400970853613003
bert_clip_w64_fold0,0,eatingouttw,0,-3.3123369216918945,none,validation_f1,validation,0.0351503767542742,0.3377087362054896,0,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,43,43,0.671875,0.671875,21.0,True,TN,-0.3025583594512154,0.3025583594512154,0.9648496232457258
bert_clip_w64_fold0,0,ella740302,0,-3.1499783992767334,none,validation_f1,validation,0.041092129337558,0.3377087362054896,0,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,64,64,1.0,1.0,0.0,True,TN,-0.29661660686793156,0.29661660686793156,0.958907870662442
bert_clip_w64_fold0,0,914_planet,0,-1.447589874267578,none,validation_f1,validation,0.190372763860885,0.3377087362054896,0,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,26,26,0.40625,0.40625,38.0,True,TN,-0.14733597234460458,0.14733597234460458,0.809627236139115
bert_clip_w64_fold0,0,knowmi_0.0,0,2.308396339416504,none,validation_f1,validation,0.90957003699769,0.3377087362054896,1,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,63,64,0.984375,1.0,0.0,False,FP,0.5718613007922004,0.5718613007922004,0.90957003699769
bert_clip_w64_fold0,0,lam_word,0,2.300415277481079,none,validation_f1,validation,0.908911426246945,0.3377087362054896,1,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,64,64,1.0,1.0,0.0,False,FP,0.5712026900414554,0.5712026900414554,0.908911426246945
bert_clip_w64_fold0,0,kabi_happy_eat,0,-3.369247436523437,none,validation_f1,validation,0.0332705054742052,0.3377087362054896,0,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,64,64,1.0,1.0,0.0,True,TN,-0.3044382307312844,0.3044382307312844,0.9667294945257948
bert_clip_w64_fold0,0,birdy_gotowhere,0,-1.8496432304382324,none,validation_f1,validation,0.1359147912836988,0.3377087362054896,0,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,26,26,0.40625,0.40625,38.0,True,TN,-0.20179394492179079,0.20179394492179079,0.8640852087163012
bert_clip_w64_fold0,0,who.loved.by.jesus,0,1.4354047775268557,none,validation_f1,validation,0.8077420461116196,0.3377087362054896,1,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,22,64,0.34375,1.0,0.0,False,FP,0.47003330990613,0.47003330990613,0.8077420461116196
bert_clip_w64_fold0,0,gladys.tsai,0,-2.7018094062805176,none,validation_f1,validation,0.0628666715222655,0.3377087362054896,0,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,64,64,1.0,1.0,0.0,True,TN,-0.2748420646832241,0.2748420646832241,0.9371333284777346
bert_clip_w64_fold0,0,yuehchungsu,0,-1.5359424352645874,none,validation_f1,validation,0.1771258996562111,0.3377087362054896,0,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,39,64,0.609375,1.0,0.0,True,TN,-0.1605828365492785,0.1605828365492785,0.8228741003437889
bert_clip_w64_fold0,0,_lydiawong,0,-3.4456074237823486,none,validation_f1,validation,0.0309001257117858,0.3377087362054896,0,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,64,64,1.0,1.0,0.0,True,TN,-0.3068086104937038,0.3068086104937038,0.9690998742882142
bert_clip_w64_fold0,0,alichan.o,0,0.1655498445034027,none,validation_f1,validation,0.5412931948172303,0.3377087362054896,1,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,21,21,0.328125,0.328125,43.0,False,FP,0.20358445861174068,0.20358445861174068,0.5412931948172303
bert_clip_w64_fold0,0,c_laura_33,0,0.091200865805149,none,validation_f1,validation,0.5227844259989362,0.3377087362054896,1,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,56,56,0.875,0.875,8.0,False,FP,0.18507568979344657,0.18507568979344657,0.5227844259989362
bert_clip_w64_fold0,0,taichung.news88,0,-0.3970297574996948,none,validation_f1,validation,0.4020261812865674,0.3377087362054896,1,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,64,64,1.0,1.0,0.0,False,FP,0.06431744508107784,0.06431744508107784,0.4020261812865674
bert_clip_w64_fold0,0,na.to.heart,0,1.760812759399414,none,validation_f1,validation,0.8533114233528094,0.3377087362054896,1,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,64,64,1.0,1.0,0.0,False,FP,0.5156026871473198,0.5156026871473198,0.8533114233528094
bert_clip_w64_fold0,0,photo.dassu_00,0,-3.4614553451538086,none,validation_f1,validation,0.0304290666596468,0.3377087362054896,0,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,64,64,1.0,1.0,0.0,True,TN,-0.3072796695458428,0.3072796695458428,0.9695709333403532
bert_clip_w64_fold0,0,foodie.bongbong,0,-3.5451157093048096,none,validation_f1,validation,0.0280554537414181,0.3377087362054896,0,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,48,49,0.75,0.765625,15.0,True,TN,-0.3096532824640715,0.3096532824640715,0.9719445462585818
bert_clip_w64_fold0,0,dorakuo0207,0,-1.04620099067688,none,validation_f1,validation,0.2599552819056961,0.3377087362054896,0,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,63,63,0.984375,0.984375,1.0,True,TN,-0.07775345429979347,0.07775345429979347,0.7400447180943039
bert_clip_w64_fold0,0,rbin89434,0,-1.9974696636199951,none,validation_f1,validation,0.1194688471998423,0.3377087362054896,0,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,63,64,0.984375,1.0,0.0,True,TN,-0.21823988900564728,0.21823988900564728,0.8805311528001577
bert_clip_w64_fold0,0,iamfinety2.0,0,2.322598934173584,none,validation_f1,validation,0.9107314588227756,0.3377087362054896,1,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,64,64,1.0,1.0,0.0,False,FP,0.573022722617286,0.573022722617286,0.9107314588227756
bert_clip_w64_fold0,0,dep_tattoos,0,0.6580442786216736,none,validation_f1,validation,0.658820926033377,0.3377087362054896,1,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,64,64,1.0,1.0,0.0,False,FP,0.3211121898278875,0.3211121898278875,0.658820926033377
bert_clip_w64_fold0,0,am730hk,0,-1.6273276805877686,none,validation_f1,validation,0.1641967711373305,0.3377087362054896,0,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,64,64,1.0,1.0,0.0,True,TN,-0.17351196506815908,0.17351196506815908,0.8358032288626696
bert_clip_w64_fold0,0,miem29664,0,-1.7774772644042969,none,validation_f1,validation,0.1446149204345285,0.3377087362054896,0,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,64,64,1.0,1.0,0.0,True,TN,-0.19309381577096107,0.19309381577096107,0.8553850795654715
bert_clip_w64_fold0,0,hongpeishuo,0,-2.19939398765564,none,validation_f1,validation,0.0998049224290788,0.3377087362054896,0,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,19,21,0.296875,0.328125,43.0,True,TN,-0.2379038137764108,0.2379038137764108,0.9001950775709212
bert_clip_w64_fold0,0,avjet_film,0,-2.561146974563598,none,validation_f1,validation,0.0716811816416471,0.3377087362054896,0,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,63,64,0.984375,1.0,0.0,True,TN,-0.26602755456384247,0.26602755456384247,0.928318818358353
bert_clip_w64_fold0,0,kidbegin,0,-0.0807489454746246,none,validation_f1,validation,0.4798237255420088,0.3377087362054896,1,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,64,64,1.0,1.0,0.0,False,FP,0.14211498933651923,0.14211498933651923,0.4798237255420088
bert_clip_w64_fold0,0,daidaimeme.pdf,0,-2.9795563220977783,none,validation_f1,validation,0.0483580424829369,0.3377087362054896,0,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,64,64,1.0,1.0,0.0,True,TN,-0.2893506937225527,0.2893506937225527,0.9516419575170632
bert_clip_w64_fold0,0,youfat_tw,0,-2.7304532527923584,none,validation_f1,validation,0.0612001161540467,0.3377087362054896,0,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,64,64,1.0,1.0,0.0,True,TN,-0.2765086200514429,0.2765086200514429,0.9387998838459533
bert_clip_w64_fold0,0,elefanths,0,-2.7916150093078613,none,validation_f1,validation,0.057778970444732,0.3377087362054896,0,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold0_predictions.csv,47,64,0.734375,1.0,0.0,True,TN,-0.27992976576075757,0.27992976576075757,0.942221029555268
bert_clip_w64_fold1,1,daily70120,1,1.8081327676773071,none,validation_f1,validation,0.8591360508890736,0.3226178336968301,1,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold1_predictions.csv,64,64,1.0,1.0,0.0,True,TP,0.5365182171922436,0.5365182171922436,0.8591360508890736
bert_clip_w64_fold1,1,lou__y,1,0.5242980718612671,none,validation_f1,validation,0.6281522487794025,0.3226178336968301,1,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold1_predictions.csv,64,64,1.0,1.0,0.0,True,TP,0.30553441508257234,0.30553441508257234,0.6281522487794025
bert_clip_w64_fold1,1,vesper_615,1,2.581141948699951,none,validation_f1,validation,0.9296380019850896,0.3226178336968301,1,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold1_predictions.csv,64,64,1.0,1.0,0.0,True,TP,0.6070201682882594,0.6070201682882594,0.9296380019850896
bert_clip_w64_fold1,1,dailypaintingshare,1,2.48628306388855,none,validation_f1,validation,0.9231745997271532,0.3226178336968301,1,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold1_predictions.csv,30,30,0.46875,0.46875,34.0,True,TP,0.600556766030323,0.600556766030323,0.9231745997271532
bert_clip_w64_fold1,1,suzannebirds,1,-1.8179287910461424,none,validation_f1,validation,0.1396825872602134,0.3226178336968301,0,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold1_predictions.csv,55,64,0.859375,1.0,0.0,False,FN,-0.1829352464366167,0.1829352464366167,0.8603174127397866
bert_clip_w64_fold1,1,haitaibear,1,0.8782159090042114,none,validation_f1,validation,0.7064523772356951,0.3226178336968301,1,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold1_predictions.csv,64,64,1.0,1.0,0.0,True,TP,0.383834543538865,0.383834543538865,0.7064523772356951
bert_clip_w64_fold1,1,lovesky_0166,1,1.6730245351791382,none,validation_f1,validation,0.8419786537298468,0.3226178336968301,1,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold1_predictions.csv,64,64,1.0,1.0,0.0,True,TP,0.5193608200330166,0.5193608200330166,0.8419786537298468
bert_clip_w64_fold1,1,yondu1994,1,0.6650515198707581,none,validation_f1,validation,0.6603942277263066,0.3226178336968301,1,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold1_predictions.csv,62,64,0.96875,1.0,0.0,True,TP,0.3377763940294765,0.3377763940294765,0.6603942277263066
bert_clip_w64_fold1,1,talkheart_1999,1,-0.9772534370422364,none,validation_f1,validation,0.2734371015927913,0.3226178336968301,0,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold1_predictions.csv,21,21,0.328125,0.328125,43.0,False,FN,-0.04918073210403884,0.04918073210403884,0.7265628984072088
bert_clip_w64_fold1,1,zhuangcaiyu_,1,-1.758845567703247,none,validation_f1,validation,0.1469349832548388,0.3226178336968301,0,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold1_predictions.csv,31,34,0.484375,0.53125,30.0,False,FN,-0.1756828504419913,0.1756828504419913,0.8530650167451612
bert_clip_w64_fold1,1,lazychoisum,1,0.9484711289405824,none,validation_f1,validation,0.720807605785608,0.3226178336968301,1,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold1_predictions.csv,64,64,1.0,1.0,0.0,True,TP,0.39818977208877787,0.39818977208877787,0.720807605785608
bert_clip_w64_fold1,1,matcha_growth,1,1.8082666397094729,none,validation_f1,validation,0.8591522514771114,0.3226178336968301,1,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold1_predictions.csv,64,64,1.0,1.0,0.0,True,TP,0.5365344177802813,0.5365344177802813,0.8591522514771114
bert_clip_w64_fold1,1,mu._.studaily,1,-0.3128482699394226,none,validation_f1,validation,0.4224196611697065,0.3226178336968301,1,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold1_predictions.csv,63,64,0.984375,1.0,0.0,True,TP,0.09980182747287636,0.09980182747287636,0.4224196611697065
bert_clip_w64_fold1,1,trojan_li,1,-1.9000333547592163,none,validation_f1,validation,0.1301046993092777,0.3226178336968301,0,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold1_predictions.csv,63,64,0.984375,1.0,0.0,False,FN,-0.1925131343875524,0.1925131343875524,0.8698953006907223
bert_clip_w64_fold1,1,vita_1021,1,-0.5531641840934753,none,validation_f1,validation,0.3651306061549038,0.3226178336968301,1,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold1_predictions.csv,64,64,1.0,1.0,0.0,True,TP,0.04251277245807367,0.04251277245807367,0.3651306061549038
bert_clip_w64_fold1,1,no_live_www,1,0.392473965883255,none,validation_f1,validation,0.5968781140861722,0.3226178336968301,1,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold1_predictions.csv,64,64,1.0,1.0,0.0,True,TP,0.2742602803893421,0.2742602803893421,0.5968781140861722
bert_clip_w64_fold1,1,allison220.wonderland,1,1.2745308876037598,none,validation_f1,validation,0.7815173744923498,0.3226178336968301,1,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold1_predictions.csv,32,32,0.5,0.5,32.0,True,TP,0.4588995407955197,0.4588995407955197,0.7815173744923498
bert_clip_w64_fold1,1,depression_494,1,-0.4002884924411773,none,validation_f1,validation,0.4012430284523118,0.3226178336968301,1,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold1_predictions.csv,3,64,0.046875,1.0,0.0,True,TP,0.07862519475548169,0.07862519475548169,0.4012430284523118
bert_clip_w64_fold1,1,hug_molly.tw,1,0.7419089078903198,none,validation_f1,validation,0.6774131407218204,0.3226178336968301,1,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold1_predictions.csv,33,33,0.515625,0.515625,31.0,True,TP,0.35479530702499024,0.35479530702499024,0.6774131407218204
bert_clip_w64_fold1,1,fifikuoartist,1,1.432561278343201,none,validation_f1,validation,0.8073000789287106,0.3226178336968301,1,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold1_predictions.csv,63,64,0.984375,1.0,0.0,True,TP,0.48468224523188047,0.48468224523188047,0.8073000789287106
bert_clip_w64_fold1,1,yy20000315,1,-1.394837498664856,none,validation_f1,validation,0.1986366005977136,0.3226178336968301,0,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold1_predictions.csv,64,64,1.0,1.0,0.0,False,FN,-0.12398123309911652,0.12398123309911652,0.8013633994022864
bert_clip_w64_fold1,1,annielo0205,1,-1.3576691150665283,none,validation_f1,validation,0.204619393324618,0.3226178336968301,0,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold1_predictions.csv,63,64,0.984375,1.0,0.0,False,FN,-0.1179984403722121,0.1179984403722121,0.795380606675382
bert_clip_w64_fold1,1,poem_nekoya,1,2.335110664367676,none,validation_f1,validation,0.9117434445856644,0.3226178336968301,1,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold1_predictions.csv,47,47,0.734375,0.734375,17.0,True,TP,0.5891256108888343,0.5891256108888343,0.9117434445856644
bert_clip_w64_fold1,1,bobi_chips,1,2.1561553478240967,none,validation_f1,validation,0.8962425715852042,0.3226178336968301,1,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold1_predictions.csv,64,64,1.0,1.0,0.0,True,TP,0.5736247378883741,0.5736247378883741,0.8962425715852042
bert_clip_w64_fold1,1,medicine_die._,1,1.88205087184906,none,validation_f1,validation,0.867846516274332,0.3226178336968301,1,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold1_predictions.csv,64,64,1.0,1.0,0.0,True,TP,0.5452286825775019,0.5452286825775019,0.867846516274332
bert_clip_w64_fold1,1,linight.yn,1,2.384181499481201,none,validation_f1,validation,0.9156130830194744,0.3226178336968301,1,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold1_predictions.csv,21,21,0.328125,0.328125,43.0,True,TP,0.5929952493226442,0.5929952493226442,0.9156130830194744
bert_clip_w64_fold1,1,____zy.shihyun,0,-0.3286429345607757,none,validation_f1,validation,0.4185708546736072,0.3226178336968301,1,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold1_predictions.csv,61,61,0.953125,0.953125,3.0,False,FP,0.0959530209767771,0.0959530209767771,0.4185708546736072
bert_clip_w64_fold1,1,vickyweiskin,0,-0.0770608335733413,none,validation_f1,validation,0.4807443196132419,0.3226178336968301,1,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold1_predictions.csv,63,64,0.984375,1.0,0.0,False,FP,0.15812648591641176,0.15812648591641176,0.4807443196132419
bert_clip_w64_fold1,1,jie__rou__comic,0,-0.5412923097610474,none,validation_f1,validation,0.3678870093191569,0.3226178336968301,1,results/final_preprocessing_v2/methods/bert_clip/w64/bert_clip_w64_fold1_predictions.csv,64,64,1.0,1.0,0.0,False,FP,0.045269175622326796,0.045269175622326796,0.3678870093191569
